Air_state,Air_date,Air_value
AK,2020/1/1,62
AK,2020/1/1,29
AK,2020/1/1,27
AL,2020/1/1,49
AL,2020/1/1,77
AL,2020/1/1,0
AL,2020/1/1,20
AL,2020/1/1,38
AL,2020/1/1,0
AL,2020/1/1,37
AL,2020/1/1,0
AL,2020/1/1,57
AL,2020/1/1,0
AR,2020/1/1,25
AR,2020/1/1,43
AR,2020/1/1,35
AR,2020/1/1,65
AR,2020/1/1,56
AR,2020/1/1,34
AR,2020/1/1,86
AZ,2020/1/1,43
AZ,2020/1/1,4
AZ,2020/1/1,65
AZ,2020/1/1,77
AZ,2020/1/1,99
AZ,2020/1/1,31
AZ,2020/1/1,32
AZ,2020/1/1,39
AZ,2020/1/1,63
AZ,2020/1/1,54
CA,2020/1/1,6
CA,2020/1/1,37
CA,2020/1/1,83
CA,2020/1/1,75
CA,2020/1/1,31
CA,2020/1/1,18
CA,2020/1/1,83
CA,2020/1/1,2
CA,2020/1/1,72
CA,2020/1/1,85
CA,2020/1/1,73
CA,2020/1/1,52
CA,2020/1/1,36
CA,2020/1/1,23
CA,2020/1/1,32
CA,2020/1/1,74
CA,2020/1/1,89
CA,2020/1/1,44
CA,2020/1/1,81
CA,2020/1/1,53
CA,2020/1/1,62
CA,2020/1/1,53
CA,2020/1/1,38
CA,2020/1/1,45
CA,2020/1/1,51
CA,2020/1/1,29
CA,2020/1/1,79
CA,2020/1/1,48
CA,2020/1/1,56
CA,2020/1/1,11
CA,2020/1/1,85
CO,2020/1/1,29
CO,2020/1/1,44
CO,2020/1/1,54
CO,2020/1/1,38
CO,2020/1/1,44
CO,2020/1/1,28
CO,2020/1/1,30
CO,2020/1/1,47
CO,2020/1/1,9
CO,2020/1/1,9
CT,2020/1/1,14
CT,2020/1/1,22
CT,2020/1/1,24
CT,2020/1/1,15
CT,2020/1/1,31
CT,2020/1/1,31
DE,2020/1/1,32
DE,2020/1/1,32
FL,2020/1/1,47
FL,2020/1/1,33
FL,2020/1/1,40
FL,2020/1/1,32
FL,2020/1/1,53
FL,2020/1/1,60
FL,2020/1/1,73
FL,2020/1/1,80
FL,2020/1/1,42
FL,2020/1/1,76
FL,2020/1/1,53
FL,2020/1/1,36
FL,2020/1/1,39
FL,2020/1/1,37
FL,2020/1/1,38
FL,2020/1/1,43
FL,2020/1/1,41
FL,2020/1/1,39
FL,2020/1/1,34
FL,2020/1/1,8
GA,2020/1/1,47
GA,2020/1/1,0
GA,2020/1/1,23
GA,2020/1/1,38
GA,2020/1/1,41
GA,2020/1/1,52
GA,2020/1/1,0
GA,2020/1/1,20
GA,2020/1/1,41
GA,2020/1/1,45
GA,2020/1/1,22
GA,2020/1/1,0
GA,2020/1/1,56
GA,2020/1/1,32
HI,2020/1/1,23
HI,2020/1/1,31
HI,2020/1/1,58
IA,2020/1/1,31
IA,2020/1/1,32
IA,2020/1/1,23
IA,2020/1/1,31
IA,2020/1/1,7
IA,2020/1/1,24
IA,2020/1/1,26
IA,2020/1/1,32
ID,2020/1/1,63
ID,2020/1/1,0
ID,2020/1/1,48
ID,2020/1/1,41
ID,2020/1/1,39
ID,2020/1/1,49
ID,2020/1/1,4
ID,2020/1/1,0
ID,2020/1/1,17
ID,2020/1/1,13
IL,2020/1/1,18
IL,2020/1/1,18
IL,2020/1/1,29
IL,2020/1/1,23
IL,2020/1/1,0
IL,2020/1/1,18
IL,2020/1/1,0
IL,2020/1/1,20
IL,2020/1/1,14
IL,2020/1/1,22
IL,2020/1/1,54
IL,2020/1/1,12
IN,2020/1/1,32
IN,2020/1/1,35
IN,2020/1/1,31
IN,2020/1/1,31
IN,2020/1/1,34
IN,2020/1/1,31
IN,2020/1/1,33
IN,2020/1/1,15
IN,2020/1/1,29
IN,2020/1/1,40
IN,2020/1/1,31
IN,2020/1/1,35
IN,2020/1/1,31
IN,2020/1/1,15
IN,2020/1/1,31
IN,2020/1/1,31
IN,2020/1/1,33
IN,2020/1/1,31
KS,2020/1/1,36
KS,2020/1/1,26
KS,2020/1/1,36
KS,2020/1/1,33
KY,2020/1/1,34
KY,2020/1/1,13
KY,2020/1/1,11
KY,2020/1/1,33
KY,2020/1/1,12
KY,2020/1/1,0
KY,2020/1/1,17
KY,2020/1/1,13
LA,2020/1/1,5
LA,2020/1/1,85
LA,2020/1/1,20
LA,2020/1/1,68
LA,2020/1/1,31
LA,2020/1/1,84
LA,2020/1/1,67
MA,2020/1/1,29
MA,2020/1/1,31
MA,2020/1/1,31
MA,2020/1/1,30
MA,2020/1/1,31
MA,2020/1/1,30
MD,2020/1/1,32
MD,2020/1/1,32
MD,2020/1/1,51
ME,2020/1/1,4
ME,2020/1/1,12
ME,2020/1/1,12
ME,2020/1/1,31
MI,2020/1/1,34
MI,2020/1/1,32
MI,2020/1/1,19
MI,2020/1/1,32
MI,2020/1/1,55
MI,2020/1/1,23
MI,2020/1/1,27
MI,2020/1/1,0
MI,2020/1/1,24
MI,2020/1/1,31
MI,2020/1/1,0
MI,2020/1/1,0
MI,2020/1/1,0
MI,2020/1/1,0
MI,2020/1/1,33
MI,2020/1/1,0
MN,2020/1/1,28
MN,2020/1/1,23
MN,2020/1/1,32
MN,2020/1/1,31
MN,2020/1/1,13
MN,2020/1/1,0
MN,2020/1/1,17
MN,2020/1/1,23
MO,2020/1/1,0
MO,2020/1/1,37
MO,2020/1/1,0
MO,2020/1/1,0
MO,2020/1/1,0
MO,2020/1/1,0
MO,2020/1/1,18
MS,2020/1/1,23
MS,2020/1/1,55
MS,2020/1/1,60
MS,2020/1/1,85
MS,2020/1/1,0
MS,2020/1/1,0
MT,2020/1/1,7
MT,2020/1/1,9
MT,2020/1/1,5
MT,2020/1/1,12
MT,2020/1/1,39
MT,2020/1/1,30
MT,2020/1/1,49
NC,2020/1/1,3
NC,2020/1/1,14
NC,2020/1/1,24
NC,2020/1/1,30
NC,2020/1/1,15
NC,2020/1/1,14
NC,2020/1/1,0
NC,2020/1/1,33
NC,2020/1/1,0
NC,2020/1/1,0
NC,2020/1/1,42
NC,2020/1/1,12
NC,2020/1/1,13
NC,2020/1/1,16
NC,2020/1/1,20
NC,2020/1/1,18
ND,2020/1/1,31
ND,2020/1/1,31
ND,2020/1/1,28
ND,2020/1/1,25
NE,2020/1/1,8
NE,2020/1/1,0
NH,2020/1/1,29
NH,2020/1/1,0
NH,2020/1/1,26
NH,2020/1/1,0
NH,2020/1/1,32
NJ,2020/1/1,30
NJ,2020/1/1,24
NJ,2020/1/1,31
NJ,2020/1/1,38
NM,2020/1/1,54
NM,2020/1/1,39
NM,2020/1/1,0
NM,2020/1/1,36
NM,2020/1/1,33
NM,2020/1/1,41
NM,2020/1/1,45
NM,2020/1/1,63
NV,2020/1/1,40
NV,2020/1/1,0
NV,2020/1/1,33
NV,2020/1/1,18
NV,2020/1/1,57
NV,2020/1/1,51
NY,2020/1/1,31
NY,2020/1/1,35
NY,2020/1/1,30
NY,2020/1/1,30
NY,2020/1/1,32
NY,2020/1/1,37
NY,2020/1/1,35
NY,2020/1/1,30
NY,2020/1/1,30
NY,2020/1/1,32
OH,2020/1/1,24
OH,2020/1/1,0
OH,2020/1/1,16
OH,2020/1/1,20
OH,2020/1/1,44
OH,2020/1/1,24
OH,2020/1/1,31
OH,2020/1/1,23
OH,2020/1/1,13
OH,2020/1/1,0
OH,2020/1/1,0
OH,2020/1/1,1
OH,2020/1/1,15
OH,2020/1/1,1
OH,2020/1/1,19
OH,2020/1/1,34
OH,2020/1/1,31
OH,2020/1/1,22
OH,2020/1/1,21
OH,2020/1/1,0
OK,2020/1/1,22
OK,2020/1/1,0
OK,2020/1/1,0
OK,2020/1/1,20
OK,2020/1/1,20
OK,2020/1/1,32
OK,2020/1/1,1
OK,2020/1/1,35
OK,2020/1/1,20
OK,2020/1/1,34
OR,2020/1/1,18
OR,2020/1/1,7
OR,2020/1/1,7
OR,2020/1/1,16
OR,2020/1/1,21
OR,2020/1/1,10
OR,2020/1/1,8
OR,2020/1/1,12
OR,2020/1/1,52
OR,2020/1/1,28
OR,2020/1/1,14
OR,2020/1/1,14
OR,2020/1/1,37
PA,2020/1/1,31
PA,2020/1/1,31
PA,2020/1/1,30
PA,2020/1/1,0
PA,2020/1/1,33
PA,2020/1/1,33
PA,2020/1/1,30
PA,2020/1/1,32
PA,2020/1/1,28
PA,2020/1/1,41
PA,2020/1/1,29
PA,2020/1/1,29
PA,2020/1/1,36
PA,2020/1/1,34
PA,2020/1/1,30
PA,2020/1/1,32
PA,2020/1/1,31
PA,2020/1/1,30
PA,2020/1/1,31
PA,2020/1/1,31
PA,2020/1/1,30
PA,2020/1/1,29
PA,2020/1/1,31
SC,2020/1/1,34
SC,2020/1/1,35
SC,2020/1/1,51
SC,2020/1/1,35
SC,2020/1/1,37
SC,2020/1/1,38
SC,2020/1/1,0
SC,2020/1/1,30
SD,2020/1/1,20
SD,2020/1/1,38
SD,2020/1/1,2
SD,2020/1/1,40
SD,2020/1/1,29
SD,2020/1/1,35
SD,2020/1/1,18
TN,2020/1/1,13
TN,2020/1/1,13
TN,2020/1/1,10
TN,2020/1/1,15
TN,2020/1/1,40
TN,2020/1/1,20
TN,2020/1/1,0
TN,2020/1/1,22
TN,2020/1/1,44
TX,2020/1/1,35
TX,2020/1/1,59
TX,2020/1/1,83
TX,2020/1/1,34
TX,2020/1/1,0
TX,2020/1/1,33
TX,2020/1/1,40
TX,2020/1/1,65
TX,2020/1/1,13
TX,2020/1/1,49
TX,2020/1/1,52
TX,2020/1/1,53
TX,2020/1/1,15
TX,2020/1/1,52
TX,2020/1/1,28
TX,2020/1/1,0
TX,2020/1/1,30
TX,2020/1/1,26
TX,2020/1/1,16
TX,2020/1/1,6
TX,2020/1/1,30
TX,2020/1/1,28
TX,2020/1/1,30
UT,2020/1/1,31
UT,2020/1/1,56
UT,2020/1/1,41
UT,2020/1/1,34
UT,2020/1/1,29
UT,2020/1/1,40
UT,2020/1/1,67
VA,2020/1/1,39
VA,2020/1/1,15
VA,2020/1/1,13
VA,2020/1/1,13
VA,2020/1/1,6
VA,2020/1/1,32
VA,2020/1/1,13
VT,2020/1/1,31
VT,2020/1/1,0
VT,2020/1/1,31
VT,2020/1/1,31
VT,2020/1/1,34
WA,2020/1/1,40
WA,2020/1/1,44
WA,2020/1/1,14
WA,2020/1/1,11
WA,2020/1/1,28
WA,2020/1/1,9
WA,2020/1/1,11
WA,2020/1/1,10
WA,2020/1/1,5
WA,2020/1/1,41
WA,2020/1/1,11
WA,2020/1/1,3
WA,2020/1/1,39
WA,2020/1/1,29
WA,2020/1/1,7
WA,2020/1/1,34
WA,2020/1/1,11
WA,2020/1/1,55
WA,2020/1/1,14
WA,2020/1/1,28
WA,2020/1/1,12
WI,2020/1/1,40
WI,2020/1/1,29
WI,2020/1/1,34
WI,2020/1/1,37
WI,2020/1/1,40
WI,2020/1/1,42
WI,2020/1/1,0
WI,2020/1/1,38
WI,2020/1/1,0
WI,2020/1/1,28
WI,2020/1/1,0
WI,2020/1/1,35
WI,2020/1/1,49
WI,2020/1/1,33
WI,2020/1/1,0
WI,2020/1/1,0
WI,2020/1/1,0
WI,2020/1/1,0
WI,2020/1/1,0
WV,2020/1/1,34
WV,2020/1/1,15
WV,2020/1/1,0
WV,2020/1/1,0
WV,2020/1/1,34
WV,2020/1/1,25
WY,2020/1/1,40
WY,2020/1/1,40
WY,2020/1/1,41
WY,2020/1/1,34
WY,2020/1/1,44
WY,2020/1/1,40
WY,2020/1/1,42
WY,2020/1/1,39
AK,2020/1/2,48
AK,2020/1/2,25
AK,2020/1/2,9
AL,2020/1/2,33
AL,2020/1/2,32
AL,2020/1/2,0
AL,2020/1/2,19
AL,2020/1/2,29
AL,2020/1/2,0
AL,2020/1/2,25
AL,2020/1/2,0
AL,2020/1/2,54
AL,2020/1/2,0
AR,2020/1/2,18
AR,2020/1/2,0
AR,2020/1/2,30
AR,2020/1/2,0
AR,2020/1/2,63
AR,2020/1/2,32
AR,2020/1/2,38
AZ,2020/1/2,42
AZ,2020/1/2,3
AZ,2020/1/2,15
AZ,2020/1/2,39
AZ,2020/1/2,76
AZ,2020/1/2,37
AZ,2020/1/2,37
AZ,2020/1/2,36
AZ,2020/1/2,42
AZ,2020/1/2,35
CA,2020/1/2,99
CA,2020/1/2,41
CA,2020/1/2,62
CA,2020/1/2,55
CA,2020/1/2,0
CA,2020/1/2,2
CA,2020/1/2,33
CA,2020/1/2,66
CA,2020/1/2,78
CA,2020/1/2,72
CA,2020/1/2,76
CA,2020/1/2,25
CA,2020/1/2,37
CA,2020/1/2,0
CA,2020/1/2,38
CA,2020/1/2,74
CA,2020/1/2,66
CA,2020/1/2,26
CA,2020/1/2,58
CA,2020/1/2,43
CA,2020/1/2,40
CA,2020/1/2,31
CA,2020/1/2,25
CA,2020/1/2,39
CA,2020/1/2,26
CA,2020/1/2,23
CA,2020/1/2,69
CA,2020/1/2,38
CA,2020/1/2,38
CA,2020/1/2,76
CA,2020/1/2,52
CO,2020/1/2,40
CO,2020/1/2,40
CO,2020/1/2,50
CO,2020/1/2,35
CO,2020/1/2,42
CO,2020/1/2,30
CO,2020/1/2,32
CO,2020/1/2,33
CO,2020/1/2,0
CO,2020/1/2,4
CT,2020/1/2,39
CT,2020/1/2,38
CT,2020/1/2,38
CT,2020/1/2,33
CT,2020/1/2,31
CT,2020/1/2,42
DE,2020/1/2,33
DE,2020/1/2,33
FL,2020/1/2,38
FL,2020/1/2,36
FL,2020/1/2,39
FL,2020/1/2,41
FL,2020/1/2,43
FL,2020/1/2,50
FL,2020/1/2,38
FL,2020/1/2,52
FL,2020/1/2,35
FL,2020/1/2,40
FL,2020/1/2,57
FL,2020/1/2,42
FL,2020/1/2,44
FL,2020/1/2,39
FL,2020/1/2,40
FL,2020/1/2,43
FL,2020/1/2,46
FL,2020/1/2,44
FL,2020/1/2,46
FL,2020/1/2,40
GA,2020/1/2,32
GA,2020/1/2,0
GA,2020/1/2,37
GA,2020/1/2,52
GA,2020/1/2,0
GA,2020/1/2,32
GA,2020/1/2,0
GA,2020/1/2,32
GA,2020/1/2,23
GA,2020/1/2,52
GA,2020/1/2,32
GA,2020/1/2,0
GA,2020/1/2,48
GA,2020/1/2,33
HI,2020/1/2,11
HI,2020/1/2,11
HI,2020/1/2,33
IA,2020/1/2,35
IA,2020/1/2,35
IA,2020/1/2,23
IA,2020/1/2,29
IA,2020/1/2,0
IA,2020/1/2,32
IA,2020/1/2,24
IA,2020/1/2,29
ID,2020/1/2,62
ID,2020/1/2,0
ID,2020/1/2,40
ID,2020/1/2,40
ID,2020/1/2,40
ID,2020/1/2,33
ID,2020/1/2,10
ID,2020/1/2,0
ID,2020/1/2,26
ID,2020/1/2,5
IL,2020/1/2,36
IL,2020/1/2,26
IL,2020/1/2,30
IL,2020/1/2,36
IL,2020/1/2,0
IL,2020/1/2,30
IL,2020/1/2,4
IL,2020/1/2,22
IL,2020/1/2,31
IL,2020/1/2,30
IL,2020/1/2,62
IL,2020/1/2,30
IN,2020/1/2,29
IN,2020/1/2,37
IN,2020/1/2,28
IN,2020/1/2,27
IN,2020/1/2,30
IN,2020/1/2,0
IN,2020/1/2,35
IN,2020/1/2,0
IN,2020/1/2,29
IN,2020/1/2,42
IN,2020/1/2,32
IN,2020/1/2,29
IN,2020/1/2,31
IN,2020/1/2,0
IN,2020/1/2,0
IN,2020/1/2,29
IN,2020/1/2,29
IN,2020/1/2,29
KS,2020/1/2,42
KS,2020/1/2,28
KS,2020/1/2,31
KS,2020/1/2,24
KY,2020/1/2,30
KY,2020/1/2,10
KY,2020/1/2,13
KY,2020/1/2,28
KY,2020/1/2,15
KY,2020/1/2,0
KY,2020/1/2,20
KY,2020/1/2,0
LA,2020/1/2,31
LA,2020/1/2,36
LA,2020/1/2,32
LA,2020/1/2,34
LA,2020/1/2,28
LA,2020/1/2,51
LA,2020/1/2,22
MA,2020/1/2,34
MA,2020/1/2,45
MA,2020/1/2,34
MA,2020/1/2,44
MA,2020/1/2,40
MA,2020/1/2,39
MD,2020/1/2,49
MD,2020/1/2,32
MD,2020/1/2,67
ME,2020/1/2,22
ME,2020/1/2,15
ME,2020/1/2,30
ME,2020/1/2,36
MI,2020/1/2,29
MI,2020/1/2,28
MI,2020/1/2,14
MI,2020/1/2,30
MI,2020/1/2,49
MI,2020/1/2,21
MI,2020/1/2,32
MI,2020/1/2,0
MI,2020/1/2,31
MI,2020/1/2,30
MI,2020/1/2,0
MI,2020/1/2,0
MI,2020/1/2,0
MI,2020/1/2,0
MI,2020/1/2,28
MI,2020/1/2,0
MN,2020/1/2,33
MN,2020/1/2,27
MN,2020/1/2,33
MN,2020/1/2,28
MN,2020/1/2,22
MN,2020/1/2,0
MN,2020/1/2,19
MN,2020/1/2,17
MO,2020/1/2,0
MO,2020/1/2,47
MO,2020/1/2,0
MO,2020/1/2,0
MO,2020/1/2,0
MO,2020/1/2,0
MO,2020/1/2,33
MS,2020/1/2,29
MS,2020/1/2,37
MS,2020/1/2,25
MS,2020/1/2,27
MS,2020/1/2,0
MS,2020/1/2,0
MT,2020/1/2,8
MT,2020/1/2,11
MT,2020/1/2,6
MT,2020/1/2,18
MT,2020/1/2,40
MT,2020/1/2,34
MT,2020/1/2,31
NC,2020/1/2,30
NC,2020/1/2,34
NC,2020/1/2,48
NC,2020/1/2,30
NC,2020/1/2,20
NC,2020/1/2,51
NC,2020/1/2,0
NC,2020/1/2,34
NC,2020/1/2,0
NC,2020/1/2,0
NC,2020/1/2,48
NC,2020/1/2,28
NC,2020/1/2,20
NC,2020/1/2,15
NC,2020/1/2,29
NC,2020/1/2,52
ND,2020/1/2,47
ND,2020/1/2,32
ND,2020/1/2,33
ND,2020/1/2,34
NE,2020/1/2,11
NE,2020/1/2,0
NH,2020/1/2,33
NH,2020/1/2,0
NH,2020/1/2,27
NH,2020/1/2,0
NH,2020/1/2,33
NJ,2020/1/2,54
NJ,2020/1/2,31
NJ,2020/1/2,50
NJ,2020/1/2,27
NM,2020/1/2,39
NM,2020/1/2,37
NM,2020/1/2,0
NM,2020/1/2,35
NM,2020/1/2,31
NM,2020/1/2,38
NM,2020/1/2,41
NM,2020/1/2,60
NV,2020/1/2,33
NV,2020/1/2,36
NV,2020/1/2,31
NV,2020/1/2,29
NV,2020/1/2,41
NV,2020/1/2,40
NY,2020/1/2,38
NY,2020/1/2,40
NY,2020/1/2,32
NY,2020/1/2,32
NY,2020/1/2,30
NY,2020/1/2,0
NY,2020/1/2,38
NY,2020/1/2,34
NY,2020/1/2,37
NY,2020/1/2,32
OH,2020/1/2,14
OH,2020/1/2,1
OH,2020/1/2,0
OH,2020/1/2,18
OH,2020/1/2,26
OH,2020/1/2,17
OH,2020/1/2,29
OH,2020/1/2,30
OH,2020/1/2,13
OH,2020/1/2,0
OH,2020/1/2,0
OH,2020/1/2,11
OH,2020/1/2,10
OH,2020/1/2,1
OH,2020/1/2,28
OH,2020/1/2,24
OH,2020/1/2,30
OH,2020/1/2,33
OH,2020/1/2,19
OH,2020/1/2,0
OK,2020/1/2,25
OK,2020/1/2,0
OK,2020/1/2,3
OK,2020/1/2,35
OK,2020/1/2,16
OK,2020/1/2,42
OK,2020/1/2,0
OK,2020/1/2,34
OK,2020/1/2,30
OK,2020/1/2,48
OR,2020/1/2,45
OR,2020/1/2,10
OR,2020/1/2,7
OR,2020/1/2,16
OR,2020/1/2,57
OR,2020/1/2,10
OR,2020/1/2,39
OR,2020/1/2,16
OR,2020/1/2,45
OR,2020/1/2,42
OR,2020/1/2,31
OR,2020/1/2,16
OR,2020/1/2,19
PA,2020/1/2,28
PA,2020/1/2,32
PA,2020/1/2,31
PA,2020/1/2,0
PA,2020/1/2,29
PA,2020/1/2,31
PA,2020/1/2,15
PA,2020/1/2,35
PA,2020/1/2,61
PA,2020/1/2,65
PA,2020/1/2,61
PA,2020/1/2,25
PA,2020/1/2,56
PA,2020/1/2,65
PA,2020/1/2,51
PA,2020/1/2,33
PA,2020/1/2,33
PA,2020/1/2,37
PA,2020/1/2,34
PA,2020/1/2,33
PA,2020/1/2,25
PA,2020/1/2,47
PA,2020/1/2,31
SC,2020/1/2,51
SC,2020/1/2,34
SC,2020/1/2,40
SC,2020/1/2,38
SC,2020/1/2,32
SC,2020/1/2,28
SC,2020/1/2,0
SC,2020/1/2,35
SD,2020/1/2,35
SD,2020/1/2,31
SD,2020/1/2,4
SD,2020/1/2,37
SD,2020/1/2,28
SD,2020/1/2,28
SD,2020/1/2,36
TN,2020/1/2,9
TN,2020/1/2,10
TN,2020/1/2,13
TN,2020/1/2,13
TN,2020/1/2,39
TN,2020/1/2,10
TN,2020/1/2,0
TN,2020/1/2,24
TN,2020/1/2,43
TX,2020/1/2,33
TX,2020/1/2,55
TX,2020/1/2,35
TX,2020/1/2,34
TX,2020/1/2,0
TX,2020/1/2,20
TX,2020/1/2,25
TX,2020/1/2,45
TX,2020/1/2,19
TX,2020/1/2,36
TX,2020/1/2,40
TX,2020/1/2,41
TX,2020/1/2,19
TX,2020/1/2,30
TX,2020/1/2,19
TX,2020/1/2,0
TX,2020/1/2,30
TX,2020/1/2,30
TX,2020/1/2,8
TX,2020/1/2,53
TX,2020/1/2,25
TX,2020/1/2,16
TX,2020/1/2,19
UT,2020/1/2,32
UT,2020/1/2,47
UT,2020/1/2,37
UT,2020/1/2,34
UT,2020/1/2,39
UT,2020/1/2,37
UT,2020/1/2,42
VA,2020/1/2,42
VA,2020/1/2,19
VA,2020/1/2,0
VA,2020/1/2,33
VA,2020/1/2,0
VA,2020/1/2,31
VA,2020/1/2,25
VT,2020/1/2,33
VT,2020/1/2,0
VT,2020/1/2,35
VT,2020/1/2,32
VT,2020/1/2,45
WA,2020/1/2,17
WA,2020/1/2,32
WA,2020/1/2,14
WA,2020/1/2,14
WA,2020/1/2,15
WA,2020/1/2,10
WA,2020/1/2,11
WA,2020/1/2,12
WA,2020/1/2,8
WA,2020/1/2,35
WA,2020/1/2,14
WA,2020/1/2,6
WA,2020/1/2,37
WA,2020/1/2,28
WA,2020/1/2,8
WA,2020/1/2,43
WA,2020/1/2,17
WA,2020/1/2,60
WA,2020/1/2,12
WA,2020/1/2,17
WA,2020/1/2,15
WI,2020/1/2,25
WI,2020/1/2,26
WI,2020/1/2,29
WI,2020/1/2,38
WI,2020/1/2,36
WI,2020/1/2,34
WI,2020/1/2,0
WI,2020/1/2,28
WI,2020/1/2,0
WI,2020/1/2,24
WI,2020/1/2,0
WI,2020/1/2,29
WI,2020/1/2,35
WI,2020/1/2,32
WI,2020/1/2,0
WI,2020/1/2,0
WI,2020/1/2,0
WI,2020/1/2,0
WI,2020/1/2,0
WV,2020/1/2,27
WV,2020/1/2,14
WV,2020/1/2,0
WV,2020/1/2,0
WV,2020/1/2,43
WV,2020/1/2,35
WY,2020/1/2,37
WY,2020/1/2,36
WY,2020/1/2,39
WY,2020/1/2,33
WY,2020/1/2,41
WY,2020/1/2,41
WY,2020/1/2,40
WY,2020/1/2,37
AK,2020/1/3,76
AK,2020/1/3,2
AK,2020/1/3,27
AL,2020/1/3,31
AL,2020/1/3,24
AL,2020/1/3,0
AL,2020/1/3,14
AL,2020/1/3,35
AL,2020/1/3,0
AL,2020/1/3,20
AL,2020/1/3,0
AL,2020/1/3,22
AL,2020/1/3,0
AR,2020/1/3,23
AR,2020/1/3,0
AR,2020/1/3,30
AR,2020/1/3,0
AR,2020/1/3,36
AR,2020/1/3,27
AR,2020/1/3,30
AZ,2020/1/3,40
AZ,2020/1/3,1
AZ,2020/1/3,65
AZ,2020/1/3,90
AZ,2020/1/3,68
AZ,2020/1/3,36
AZ,2020/1/3,33
AZ,2020/1/3,38
AZ,2020/1/3,40
AZ,2020/1/3,31
CA,2020/1/3,84
CA,2020/1/3,34
CA,2020/1/3,74
CA,2020/1/3,63
CA,2020/1/3,35
CA,2020/1/3,88
CA,2020/1/3,24
CA,2020/1/3,87
CA,2020/1/3,68
CA,2020/1/3,81
CA,2020/1/3,90
CA,2020/1/3,60
CA,2020/1/3,34
CA,2020/1/3,24
CA,2020/1/3,39
CA,2020/1/3,61
CA,2020/1/3,80
CA,2020/1/3,26
CA,2020/1/3,57
CA,2020/1/3,76
CA,2020/1/3,57
CA,2020/1/3,41
CA,2020/1/3,54
CA,2020/1/3,44
CA,2020/1/3,57
CA,2020/1/3,20
CA,2020/1/3,97
CA,2020/1/3,39
CA,2020/1/3,77
CA,2020/1/3,77
CA,2020/1/3,95
CO,2020/1/3,40
CO,2020/1/3,40
CO,2020/1/3,49
CO,2020/1/3,34
CO,2020/1/3,42
CO,2020/1/3,27
CO,2020/1/3,0
CO,2020/1/3,35
CO,2020/1/3,0
CO,2020/1/3,6
CT,2020/1/3,59
CT,2020/1/3,55
CT,2020/1/3,56
CT,2020/1/3,44
CT,2020/1/3,33
CT,2020/1/3,53
DE,2020/1/3,35
DE,2020/1/3,31
FL,2020/1/3,28
FL,2020/1/3,29
FL,2020/1/3,31
FL,2020/1/3,40
FL,2020/1/3,52
FL,2020/1/3,48
FL,2020/1/3,27
FL,2020/1/3,35
FL,2020/1/3,29
FL,2020/1/3,29
FL,2020/1/3,43
FL,2020/1/3,27
FL,2020/1/3,31
FL,2020/1/3,56
FL,2020/1/3,38
FL,2020/1/3,32
FL,2020/1/3,33
FL,2020/1/3,24
FL,2020/1/3,49
FL,2020/1/3,38
GA,2020/1/3,38
GA,2020/1/3,0
GA,2020/1/3,33
GA,2020/1/3,33
GA,2020/1/3,0
GA,2020/1/3,22
GA,2020/1/3,0
GA,2020/1/3,27
GA,2020/1/3,19
GA,2020/1/3,40
GA,2020/1/3,34
GA,2020/1/3,0
GA,2020/1/3,45
GA,2020/1/3,33
HI,2020/1/3,12
HI,2020/1/3,10
HI,2020/1/3,19
IA,2020/1/3,40
IA,2020/1/3,38
IA,2020/1/3,24
IA,2020/1/3,52
IA,2020/1/3,0
IA,2020/1/3,37
IA,2020/1/3,33
IA,2020/1/3,30
ID,2020/1/3,52
ID,2020/1/3,0
ID,2020/1/3,22
ID,2020/1/3,37
ID,2020/1/3,39
ID,2020/1/3,55
ID,2020/1/3,5
ID,2020/1/3,4
ID,2020/1/3,34
ID,2020/1/3,15
IL,2020/1/3,45
IL,2020/1/3,39
IL,2020/1/3,51
IL,2020/1/3,45
IL,2020/1/3,0
IL,2020/1/3,54
IL,2020/1/3,3
IL,2020/1/3,33
IL,2020/1/3,40
IL,2020/1/3,26
IL,2020/1/3,53
IL,2020/1/3,37
IN,2020/1/3,20
IN,2020/1/3,46
IN,2020/1/3,26
IN,2020/1/3,38
IN,2020/1/3,59
IN,2020/1/3,0
IN,2020/1/3,71
IN,2020/1/3,0
IN,2020/1/3,54
IN,2020/1/3,64
IN,2020/1/3,25
IN,2020/1/3,30
IN,2020/1/3,19
IN,2020/1/3,0
IN,2020/1/3,0
IN,2020/1/3,47
IN,2020/1/3,17
IN,2020/1/3,21
KS,2020/1/3,33
KS,2020/1/3,24
KS,2020/1/3,32
KS,2020/1/3,29
KY,2020/1/3,22
KY,2020/1/3,3
KY,2020/1/3,10
KY,2020/1/3,26
KY,2020/1/3,11
KY,2020/1/3,0
KY,2020/1/3,28
KY,2020/1/3,0
LA,2020/1/3,37
LA,2020/1/3,31
LA,2020/1/3,32
LA,2020/1/3,34
LA,2020/1/3,30
LA,2020/1/3,36
LA,2020/1/3,25
MA,2020/1/3,31
MA,2020/1/3,67
MA,2020/1/3,57
MA,2020/1/3,57
MA,2020/1/3,55
MA,2020/1/3,35
MD,2020/1/3,36
MD,2020/1/3,31
MD,2020/1/3,60
ME,2020/1/3,19
ME,2020/1/3,41
ME,2020/1/3,56
ME,2020/1/3,33
MI,2020/1/3,55
MI,2020/1/3,52
MI,2020/1/3,28
MI,2020/1/3,33
