date_trends,geoName,mask,face mask,covid-19,coronavirus,sanitizer
2020/1/20,Alabama,32,4,0,63,1
2020/1/20,Alaska,17,0,0,83,0
2020/1/20,Arizona,30,3,0,65,2
2020/1/20,Arkansas,32,7,0,61,0
2020/1/20,California,32,5,0,62,1
2020/1/20,Colorado,29,6,0,63,2
2020/1/20,Connecticut,32,3,0,61,4
2020/1/20,Delaware,34,13,0,47,6
2020/1/20,District of Columbia,25,5,0,65,5
2020/1/20,Florida,30,6,0,63,1
2020/1/20,Georgia,27,5,0,66,2
2020/1/20,Hawaii,29,5,0,66,0
2020/1/20,Idaho,18,10,0,72,0
2020/1/20,Illinois,32,7,0,60,1
2020/1/20,Indiana,27,6,0,64,3
2020/1/20,Iowa,38,5,0,54,3
2020/1/20,Kansas,29,4,0,65,2
2020/1/20,Kentucky,29,7,0,64,0
2020/1/20,Louisiana,30,3,0,65,2
2020/1/20,Maine,18,7,0,75,0
2020/1/20,Maryland,25,5,0,69,1
2020/1/20,Massachusetts,29,3,0,67,1
2020/1/20,Michigan,31,3,0,65,1
2020/1/20,Minnesota,27,4,0,68,1
2020/1/20,Mississippi,30,5,0,65,0
2020/1/20,Missouri,34,2,0,62,2
2020/1/20,Montana,10,7,0,83,0
2020/1/20,Nebraska,40,3,0,54,3
2020/1/20,Nevada,33,5,0,62,0
2020/1/20,New Hampshire,23,9,0,62,6
2020/1/20,New Jersey,38,5,0,56,1
2020/1/20,New Mexico,25,8,0,61,6
2020/1/20,New York,36,4,0,58,2
2020/1/20,North Carolina,32,7,0,60,1
2020/1/20,North Dakota,36,9,0,55,0
2020/1/20,Ohio,30,5,0,63,2
2020/1/20,Oklahoma,26,6,0,63,5
2020/1/20,Oregon,24,3,0,71,2
2020/1/20,Pennsylvania,27,2,0,67,4
2020/1/20,Rhode Island,24,5,0,71,0
2020/1/20,South Carolina,27,5,0,65,3
2020/1/20,South Dakota,17,0,0,83,0
2020/1/20,Tennessee,26,6,0,67,1
2020/1/20,Texas,27,3,0,69,1
2020/1/20,Utah,39,6,0,53,2
2020/1/20,Vermont,42,0,0,58,0
2020/1/20,Virginia,29,5,0,64,2
2020/1/20,Washington,19,2,0,79,0
2020/1/20,West Virginia,40,4,0,56,0
2020/1/20,Wisconsin,32,6,0,61,1
2020/1/20,Wyoming,22,0,0,78,0
2020/1/21,Alabama,17,4,0,78,1
2020/1/21,Alaska,13,0,0,87,0
2020/1/21,Arizona,19,1,0,79,1
2020/1/21,Arkansas,19,4,0,75,2
2020/1/21,California,22,3,0,74,1
2020/1/21,Colorado,20,3,0,77,0
2020/1/21,Connecticut,16,7,0,77,0
2020/1/21,Delaware,28,0,0,63,9
2020/1/21,District of Columbia,19,0,0,78,3
2020/1/21,Florida,20,3,0,77,0
2020/1/21,Georgia,21,4,0,74,1
2020/1/21,Hawaii,20,4,0,76,0
2020/1/21,Idaho,12,2,0,86,0
2020/1/21,Illinois,19,4,0,76,1
2020/1/21,Indiana,22,2,0,74,2
2020/1/21,Iowa,16,2,0,80,2
2020/1/21,Kansas,25,2,0,72,1
2020/1/21,Kentucky,19,4,0,76,1
2020/1/21,Louisiana,23,4,0,71,2
2020/1/21,Maine,38,0,0,62,0
2020/1/21,Maryland,23,0,0,76,1
2020/1/21,Massachusetts,21,3,0,75,1
2020/1/21,Michigan,26,4,0,69,1
2020/1/21,Minnesota,21,2,0,75,2
2020/1/21,Mississippi,27,2,0,71,0
2020/1/21,Missouri,21,2,0,76,1
2020/1/21,Montana,15,0,0,85,0
2020/1/21,Nebraska,25,2,0,73,0
2020/1/21,Nevada,19,5,0,75,1
2020/1/21,New Hampshire,18,3,0,75,4
2020/1/21,New Jersey,26,3,0,70,1
2020/1/21,New Mexico,20,3,0,77,0
2020/1/21,New York,22,3,0,74,1
2020/1/21,North Carolina,20,2,0,76,2
2020/1/21,North Dakota,11,0,0,89,0
2020/1/21,Ohio,22,3,0,74,1
2020/1/21,Oklahoma,18,3,0,78,1
2020/1/21,Oregon,18,2,0,79,1
2020/1/21,Pennsylvania,22,3,0,75,0
2020/1/21,Rhode Island,13,3,0,84,0
2020/1/21,South Carolina,15,1,0,81,3
2020/1/21,South Dakota,21,0,0,79,0
2020/1/21,Tennessee,18,2,0,80,0
2020/1/21,Texas,16,2,0,81,1
2020/1/21,Utah,16,4,0,79,1
2020/1/21,Vermont,25,0,0,75,0
2020/1/21,Virginia,24,1,0,74,1
2020/1/21,Washington,10,1,0,89,0
2020/1/21,West Virginia,23,5,0,72,0
2020/1/21,Wisconsin,26,3,0,71,0
2020/1/21,Wyoming,16,8,0,76,0
2020/1/22,Alabama,20,2,0,77,1
2020/1/22,Alaska,10,5,0,85,0
2020/1/22,Arizona,15,1,0,83,1
2020/1/22,Arkansas,19,3,0,78,0
2020/1/22,California,21,3,0,76,0
2020/1/22,Colorado,16,3,0,81,0
2020/1/22,Connecticut,20,3,0,76,1
2020/1/22,Delaware,27,0,0,68,5
2020/1/22,District of Columbia,13,6,0,79,2
2020/1/22,Florida,17,3,0,80,0
2020/1/22,Georgia,21,3,0,76,0
2020/1/22,Hawaii,18,2,0,76,4
2020/1/22,Idaho,16,2,0,82,0
2020/1/22,Illinois,17,1,0,81,1
2020/1/22,Indiana,28,2,0,70,0
2020/1/22,Iowa,15,3,0,81,1
2020/1/22,Kansas,16,5,0,79,0
2020/1/22,Kentucky,16,3,0,81,0
2020/1/22,Louisiana,21,6,0,71,2
2020/1/22,Maine,16,0,0,84,0
2020/1/22,Maryland,18,3,0,79,0
2020/1/22,Massachusetts,18,3,0,79,0
2020/1/22,Michigan,21,2,0,76,1
2020/1/22,Minnesota,15,2,0,82,1
2020/1/22,Mississippi,28,4,0,68,0
2020/1/22,Missouri,23,0,0,75,2
2020/1/22,Montana,17,10,0,73,0
2020/1/22,Nebraska,18,2,0,78,2
2020/1/22,Nevada,19,3,0,76,2
2020/1/22,New Hampshire,10,2,0,86,2
2020/1/22,New Jersey,22,3,0,73,2
2020/1/22,New Mexico,18,3,0,79,0
2020/1/22,New York,21,5,0,74,0
2020/1/22,North Carolina,19,2,0,78,1
2020/1/22,North Dakota,15,5,0,76,4
2020/1/22,Ohio,19,3,0,78,0
2020/1/22,Oklahoma,14,1,0,81,4
2020/1/22,Oregon,19,2,0,77,2
2020/1/22,Pennsylvania,22,3,0,74,1
2020/1/22,Rhode Island,22,0,0,78,0
2020/1/22,South Carolina,22,2,0,75,1
2020/1/22,South Dakota,9,0,0,91,0
2020/1/22,Tennessee,21,2,0,76,1
2020/1/22,Texas,15,1,0,84,0
2020/1/22,Utah,17,2,0,78,3
2020/1/22,Vermont,23,0,0,77,0
2020/1/22,Virginia,20,3,0,77,0
2020/1/22,Washington,14,2,0,84,0
2020/1/22,West Virginia,18,2,0,77,3
2020/1/22,Wisconsin,18,3,0,78,1
2020/1/22,Wyoming,10,0,0,90,0
2020/1/23,Alabama,14,2,0,84,0
2020/1/23,Alaska,21,5,0,74,0
2020/1/23,Arizona,14,1,0,85,0
2020/1/23,Arkansas,12,1,0,87,0
2020/1/23,California,16,2,0,82,0
2020/1/23,Colorado,14,2,0,84,0
2020/1/23,Connecticut,16,1,0,82,1
2020/1/23,Delaware,18,3,0,79,0
2020/1/23,District of Columbia,14,1,0,85,0
2020/1/23,Florida,12,2,0,86,0
2020/1/23,Georgia,16,2,0,81,1
2020/1/23,Hawaii,16,4,0,79,1
2020/1/23,Idaho,12,1,0,86,1
2020/1/23,Illinois,10,1,0,89,0
2020/1/23,Indiana,12,1,0,87,0
2020/1/23,Iowa,10,2,0,87,1
2020/1/23,Kansas,13,2,0,84,1
2020/1/23,Kentucky,10,1,0,89,0
2020/1/23,Louisiana,18,1,0,81,0
2020/1/23,Maine,10,0,0,90,0
2020/1/23,Maryland,15,2,0,83,0
2020/1/23,Massachusetts,12,2,0,86,0
2020/1/23,Michigan,13,2,0,85,0
2020/1/23,Minnesota,10,1,0,89,0
2020/1/23,Mississippi,8,4,0,87,1
2020/1/23,Missouri,15,3,0,82,0
2020/1/23,Montana,11,3,0,86,0
2020/1/23,Nebraska,13,1,0,84,2
2020/1/23,Nevada,11,1,0,88,0
2020/1/23,New Hampshire,11,2,0,87,0
2020/1/23,New Jersey,15,2,0,83,0
2020/1/23,New Mexico,14,2,0,83,1
2020/1/23,New York,16,3,0,80,1
2020/1/23,North Carolina,11,2,0,87,0
2020/1/23,North Dakota,20,5,0,71,4
2020/1/23,Ohio,16,1,0,83,0
2020/1/23,Oklahoma,11,2,0,86,1
2020/1/23,Oregon,17,2,0,80,1
2020/1/23,Pennsylvania,16,2,0,82,0
2020/1/23,Rhode Island,12,2,0,84,2
2020/1/23,South Carolina,13,1,0,84,2
2020/1/23,South Dakota,10,6,0,84,0
2020/1/23,Tennessee,7,1,0,92,0
2020/1/23,Texas,11,1,0,88,0
2020/1/23,Utah,11,2,0,85,2
2020/1/23,Vermont,8,0,0,87,5
2020/1/23,Virginia,15,2,0,83,0
2020/1/23,Washington,16,1,0,83,0
2020/1/23,West Virginia,18,0,0,80,2
2020/1/23,Wisconsin,10,0,0,89,1
2020/1/23,Wyoming,8,8,0,84,0
2020/1/24,Alabama,11,1,0,88,0
2020/1/24,Alaska,8,0,0,89,3
2020/1/24,Arizona,13,1,0,86,0
2020/1/24,Arkansas,12,2,0,85,1
2020/1/24,California,13,2,0,85,0
2020/1/24,Colorado,9,2,0,89,0
2020/1/24,Connecticut,12,1,0,87,0
2020/1/24,Delaware,14,9,0,77,0
2020/1/24,District of Columbia,13,5,0,82,0
2020/1/24,Florida,11,1,0,88,0
2020/1/24,Georgia,13,2,0,85,0
2020/1/24,Hawaii,10,4,0,86,0
2020/1/24,Idaho,7,4,0,86,3
2020/1/24,Illinois,8,1,0,91,0
2020/1/24,Indiana,11,1,0,88,0
2020/1/24,Iowa,8,1,0,91,0
2020/1/24,Kansas,11,3,0,85,1
2020/1/24,Kentucky,11,3,0,85,1
2020/1/24,Louisiana,13,2,0,85,0
2020/1/24,Maine,12,4,0,84,0
2020/1/24,Maryland,16,1,0,83,0
2020/1/24,Massachusetts,13,2,0,85,0
2020/1/24,Michigan,11,1,0,88,0
2020/1/24,Minnesota,7,1,0,92,0
2020/1/24,Mississippi,9,1,0,89,1
2020/1/24,Missouri,11,1,0,88,0
2020/1/24,Montana,11,2,0,87,0
2020/1/24,Nebraska,11,1,0,86,2
2020/1/24,Nevada,8,1,0,91,0
2020/1/24,New Hampshire,12,2,0,86,0
2020/1/24,New Jersey,13,1,0,86,0
2020/1/24,New Mexico,9,0,0,90,1
2020/1/24,New York,14,3,0,83,0
2020/1/24,North Carolina,10,2,0,88,0
2020/1/24,North Dakota,10,0,0,88,2
2020/1/24,Ohio,11,2,0,87,0
2020/1/24,Oklahoma,14,1,0,84,1
2020/1/24,Oregon,13,3,0,84,0
2020/1/24,Pennsylvania,11,1,0,87,1
2020/1/24,Rhode Island,8,2,0,90,0
2020/1/24,South Carolina,14,1,0,85,0
2020/1/24,South Dakota,5,2,0,90,3
2020/1/24,Tennessee,7,1,0,92,0
2020/1/24,Texas,9,1,0,90,0
2020/1/24,Utah,14,1,0,83,2
2020/1/24,Vermont,8,0,0,92,0
2020/1/24,Virginia,12,3,0,85,0
2020/1/24,Washington,15,2,0,83,0
2020/1/24,West Virginia,12,2,0,85,1
2020/1/24,Wisconsin,9,2,0,89,0
2020/1/24,Wyoming,9,5,0,86,0
2020/1/25,Alabama,11,1,0,87,1
2020/1/25,Alaska,8,2,0,88,2
2020/1/25,Arizona,9,1,0,90,0
2020/1/25,Arkansas,15,2,0,83,0
2020/1/25,California,13,2,0,85,0
2020/1/25,Colorado,9,2,0,89,0
2020/1/25,Connecticut,13,1,0,86,0
2020/1/25,Delaware,15,0,0,82,3
2020/1/25,District of Columbia,12,6,0,80,2
2020/1/25,Florida,11,1,0,88,0
2020/1/25,Georgia,14,2,0,84,0
2020/1/25,Hawaii,12,2,0,86,0
2020/1/25,Idaho,11,4,0,84,1
2020/1/25,Illinois,10,2,0,88,0
2020/1/25,Indiana,14,1,0,85,0
2020/1/25,Iowa,9,1,0,90,0
2020/1/25,Kansas,10,2,0,87,1
2020/1/25,Kentucky,12,2,0,85,1
2020/1/25,Louisiana,17,2,0,81,0
2020/1/25,Maine,8,4,0,88,0
2020/1/25,Maryland,14,2,0,84,0
2020/1/25,Massachusetts,14,1,0,85,0
2020/1/25,Michigan,11,2,0,87,0
2020/1/25,Minnesota,8,1,0,91,0
2020/1/25,Mississippi,10,2,0,87,1
2020/1/25,Missouri,13,2,0,85,0
2020/1/25,Montana,10,2,0,88,0
2020/1/25,Nebraska,8,1,0,90,1
2020/1/25,Nevada,12,1,0,87,0
2020/1/25,New Hampshire,11,3,0,86,0
2020/1/25,New Jersey,15,2,0,83,0
2020/1/25,New Mexico,8,2,0,90,0
2020/1/25,New York,15,2,0,83,0
2020/1/25,North Carolina,12,2,0,86,0
2020/1/25,North Dakota,11,0,0,83,6
2020/1/25,Ohio,13,2,0,85,0
2020/1/25,Oklahoma,13,2,0,85,0
2020/1/25,Oregon,12,2,0,86,0
2020/1/25,Pennsylvania,12,2,0,86,0
2020/1/25,Rhode Island,8,0,0,91,1
2020/1/25,South Carolina,11,1,0,87,1
2020/1/25,South Dakota,7,2,0,89,2
2020/1/25,Tennessee,10,2,0,88,0
2020/1/25,Texas,12,1,0,87,0
2020/1/25,Utah,12,1,0,87,0
2020/1/25,Vermont,6,3,0,91,0
2020/1/25,Virginia,11,2,0,87,0
2020/1/25,Washington,15,1,0,84,0
2020/1/25,West Virginia,15,3,0,82,0
2020/1/25,Wisconsin,9,1,0,90,0
2020/1/25,Wyoming,10,0,0,90,0
2020/1/26,Alabama,15,2,0,83,0
2020/1/26,Alaska,14,2,0,84,0
2020/1/26,Arizona,7,1,0,92,0
2020/1/26,Arkansas,10,3,0,87,0
2020/1/26,California,13,2,0,85,0
2020/1/26,Colorado,8,2,0,90,0
2020/1/26,Connecticut,14,1,0,85,0
2020/1/26,Delaware,14,0,0,86,0
2020/1/26,District of Columbia,6,1,0,93,0
2020/1/26,Florida,11,1,0,88,0
2020/1/26,Georgia,12,2,0,86,0
2020/1/26,Hawaii,11,2,0,87,0
2020/1/26,Idaho,9,3,0,87,1
2020/1/26,Illinois,12,2,0,86,0
2020/1/26,Indiana,12,1,0,87,0
2020/1/26,Iowa,12,1,0,87,0
2020/1/26,Kansas,11,1,0,87,1
2020/1/26,Kentucky,11,2,0,86,1
2020/1/26,Louisiana,11,3,0,86,0
2020/1/26,Maine,10,2,0,87,1
2020/1/26,Maryland,14,1,0,85,0
2020/1/26,Massachusetts,12,2,0,86,0
2020/1/26,Michigan,11,2,0,87,0
2020/1/26,Minnesota,10,2,0,88,0
2020/1/26,Mississippi,9,5,0,86,0
2020/1/26,Missouri,11,2,0,87,0
2020/1/26,Montana,5,4,0,91,0
2020/1/26,Nebraska,8,2,0,89,1
2020/1/26,Nevada,11,2,0,87,0
2020/1/26,New Hampshire,10,3,0,85,2
2020/1/26,New Jersey,11,3,0,86,0
2020/1/26,New Mexico,9,2,0,89,0
2020/1/26,New York,15,3,0,82,0
2020/1/26,North Carolina,9,2,0,89,0
2020/1/26,North Dakota,3,4,0,93,0
2020/1/26,Ohio,11,1,0,88,0
2020/1/26,Oklahoma,12,1,0,87,0
2020/1/26,Oregon,12,1,0,87,0
2020/1/26,Pennsylvania,12,2,0,86,0
2020/1/26,Rhode Island,9,5,0,85,1
2020/1/26,South Carolina,10,1,0,88,1
2020/1/26,South Dakota,11,2,0,87,0
2020/1/26,Tennessee,10,1,0,88,1
2020/1/26,Texas,11,2,0,87,0
2020/1/26,Utah,10,1,0,89,0
2020/1/26,Vermont,6,0,0,90,4
2020/1/26,Virginia,9,1,0,90,0
2020/1/26,Washington,13,2,0,85,0
2020/1/26,West Virginia,8,1,0,91,0
2020/1/26,Wisconsin,10,1,0,89,0
2020/1/26,Wyoming,8,3,0,89,0
2020/1/27,Alabama,11,1,0,88,0
2020/1/27,Alaska,11,1,0,86,2
2020/1/27,Arizona,7,1,0,92,0
2020/1/27,Arkansas,9,2,0,89,0
2020/1/27,California,13,2,0,85,0
2020/1/27,Colorado,8,1,0,91,0
2020/1/27,Connecticut,11,2,0,87,0
2020/1/27,Delaware,9,1,0,89,1
2020/1/27,District of Columbia,11,4,0,85,0
2020/1/27,Florida,11,2,0,87,0
2020/1/27,Georgia,11,1,0,88,0
2020/1/27,Hawaii,13,4,0,82,1
2020/1/27,Idaho,11,1,0,87,1
2020/1/27,Illinois,10,2,0,88,0
2020/1/27,Indiana,10,1,0,88,1
2020/1/27,Iowa,9,1,0,90,0
2020/1/27,Kansas,6,0,0,94,0
2020/1/27,Kentucky,12,3,0,85,0
2020/1/27,Louisiana,15,1,0,83,1
2020/1/27,Maine,8,1,0,90,1
2020/1/27,Maryland,9,2,0,88,1
2020/1/27,Massachusetts,10,2,0,88,0
2020/1/27,Michigan,11,1,0,87,1
2020/1/27,Minnesota,8,3,0,89,0
2020/1/27,Mississippi,11,1,0,87,1
2020/1/27,Missouri,9,1,0,90,0
2020/1/27,Montana,5,4,0,91,0
2020/1/27,Nebraska,10,2,0,87,1
2020/1/27,Nevada,11,2,0,87,0
2020/1/27,New Hampshire,7,1,0,92,0
2020/1/27,New Jersey,10,2,0,88,0
2020/1/27,New Mexico,9,1,0,90,0
2020/1/27,New York,14,2,0,84,0
2020/1/27,North Carolina,10,1,0,89,0
2020/1/27,North Dakota,10,4,0,84,2
2020/1/27,Ohio,8,1,0,91,0
2020/1/27,Oklahoma,8,0,0,92,0
2020/1/27,Oregon,11,2,0,87,0
2020/1/27,Pennsylvania,10,1,0,89,0
2020/1/27,Rhode Island,11,3,0,84,2
2020/1/27,South Carolina,10,2,0,88,0
2020/1/27,South Dakota,7,5,0,88,0
2020/1/27,Tennessee,11,2,0,86,1
2020/1/27,Texas,12,2,0,86,0
2020/1/27,Utah,10,2,0,88,0
2020/1/27,Vermont,6,0,0,94,0
2020/1/27,Virginia,10,1,0,89,0
2020/1/27,Washington,12,2,0,86,0
2020/1/27,West Virginia,7,1,0,90,2
2020/1/27,Wisconsin,9,1,0,90,0
2020/1/27,Wyoming,4,3,0,93,0
2020/1/28,Alabama,11,0,0,89,0
2020/1/28,Alaska,4,5,0,89,2
2020/1/28,Arizona,8,2,0,90,0
2020/1/28,Arkansas,9,2,0,88,1
2020/1/28,California,13,2,0,85,0
2020/1/28,Colorado,10,2,0,88,0
2020/1/28,Connecticut,7,2,0,91,0
2020/1/28,Delaware,10,3,0,85,2
2020/1/28,District of Columbia,8,2,0,89,1
2020/1/28,Florida,10,2,0,87,1
2020/1/28,Georgia,11,2,0,87,0
2020/1/28,Hawaii,13,2,0,84,1
2020/1/28,Idaho,7,2,0,91,0
2020/1/28,Illinois,10,2,0,87,1
2020/1/28,Indiana,7,0,0,92,1
2020/1/28,Iowa,9,0,0,89,2
2020/1/28,Kansas,7,0,0,92,1
2020/1/28,Kentucky,10,1,0,88,1
2020/1/28,Louisiana,13,1,0,85,1
2020/1/28,Maine,5,3,0,91,1
2020/1/28,Maryland,10,1,0,88,1
2020/1/28,Massachusetts,11,2,0,87,0
2020/1/28,Michigan,10,2,0,87,1
2020/1/28,Minnesota,10,2,0,87,1
2020/1/28,Mississippi,9,3,0,86,2
2020/1/28,Missouri,9,2,0,89,0
2020/1/28,Montana,6,3,0,90,1
2020/1/28,Nebraska,5,1,0,94,0
2020/1/28,Nevada,11,2,0,87,0
2020/1/28,New Hampshire,7,1,0,92,0
2020/1/28,New Jersey,12,2,0,85,1
2020/1/28,New Mexico,12,1,0,87,0
2020/1/28,New York,14,2,0,84,0
2020/1/28,North Carolina,11,2,0,86,1
2020/1/28,North Dakota,6,0,0,94,0
2020/1/28,Ohio,7,1,0,92,0
2020/1/28,Oklahoma,6,1,0,93,0
2020/1/28,Oregon,13,1,0,86,0
2020/1/28,Pennsylvania,11,1,0,88,0
2020/1/28,Rhode Island,13,1,0,86,0
2020/1/28,South Carolina,13,2,0,85,0
2020/1/28,South Dakota,4,2,0,94,0
2020/1/28,Tennessee,12,1,0,86,1
2020/1/28,Texas,12,1,0,86,1
2020/1/28,Utah,8,1,0,91,0
2020/1/28,Vermont,4,2,0,92,2
2020/1/28,Virginia,10,1,0,88,1
2020/1/28,Washington,13,2,0,85,0
2020/1/28,West Virginia,10,1,0,87,2
2020/1/28,Wisconsin,8,1,0,91,0
2020/1/28,Wyoming,7,0,0,93,0
2020/1/29,Alabama,10,1,0,87,2
2020/1/29,Alaska,8,2,0,88,2
2020/1/29,Arizona,8,2,0,90,0
2020/1/29,Arkansas,8,1,0,90,1
2020/1/29,California,13,2,0,85,0
2020/1/29,Colorado,9,2,0,89,0
2020/1/29,Connecticut,11,2,0,87,0
2020/1/29,Delaware,12,6,0,80,2
2020/1/29,District of Columbia,6,1,0,92,1
2020/1/29,Florida,11,2,0,87,0
2020/1/29,Georgia,10,2,0,87,1
2020/1/29,Hawaii,14,4,0,82,0
2020/1/29,Idaho,8,3,0,89,0
2020/1/29,Illinois,11,2,0,87,0
2020/1/29,Indiana,8,1,0,91,0
2020/1/29,Iowa,8,1,0,90,1
2020/1/29,Kansas,5,0,0,94,1
2020/1/29,Kentucky,8,2,0,89,1
2020/1/29,Louisiana,11,2,0,86,1
2020/1/29,Maine,6,2,0,90,2
2020/1/29,Maryland,10,1,0,89,0
2020/1/29,Massachusetts,11,2,0,87,0
2020/1/29,Michigan,10,2,0,88,0
2020/1/29,Minnesota,11,2,0,87,0
2020/1/29,Mississippi,8,2,0,89,1
2020/1/29,Missouri,7,1,0,91,1
2020/1/29,Montana,8,1,0,89,2
2020/1/29,Nebraska,8,1,0,90,1
2020/1/29,Nevada,10,2,0,88,0
2020/1/29,New Hampshire,10,1,0,89,0
2020/1/29,New Jersey,14,2,0,83,1
2020/1/29,New Mexico,10,1,0,89,0
2020/1/29,New York,13,3,0,84,0
2020/1/29,North Carolina,13,1,0,86,0
2020/1/29,North Dakota,8,0,0,88,4
2020/1/29,Ohio,9,2,0,89,0
2020/1/29,Oklahoma,6,1,0,92,1
2020/1/29,Oregon,13,2,0,85,0
2020/1/29,Pennsylvania,12,2,0,86,0
2020/1/29,Rhode Island,10,1,0,88,1
2020/1/29,South Carolina,11,2,0,86,1
2020/1/29,South Dakota,7,4,0,89,0
2020/1/29,Tennessee,10,2,0,87,1
2020/1/29,Texas,12,2,0,86,0
2020/1/29,Utah,10,1,0,89,0
2020/1/29,Vermont,8,0,0,90,2
2020/1/29,Virginia,12,1,0,87,0
2020/1/29,Washington,10,2,0,88,0
2020/1/29,West Virginia,10,0,0,88,2
2020/1/29,Wisconsin,8,2,0,90,0
2020/1/29,Wyoming,7,2,0,83,8
2020/1/30,Alabama,10,1,0,88,1
2020/1/30,Alaska,13,4,0,83,0
2020/1/30,Arizona,10,1,0,89,0
2020/1/30,Arkansas,7,1,0,91,1
2020/1/30,California,14,3,0,83,0
2020/1/30,Colorado,10,1,0,89,0
2020/1/30,Connecticut,11,2,0,86,1
2020/1/30,Delaware,12,2,0,83,3
2020/1/30,District of Columbia,12,3,0,84,1
2020/1/30,Florida,11,2,0,87,0
2020/1/30,Georgia,12,2,0,86,0
2020/1/30,Hawaii,17,4,0,78,1
2020/1/30,Idaho,10,4,0,82,4
2020/1/30,Illinois,11,2,0,87,0
2020/1/30,Indiana,8,1,0,91,0
2020/1/30,Iowa,7,2,0,90,1
2020/1/30,Kansas,6,1,0,93,0
2020/1/30,Kentucky,9,1,0,89,1
2020/1/30,Louisiana,11,2,0,87,0
2020/1/30,Maine,6,0,0,92,2
2020/1/30,Maryland,12,2,0,86,0
2020/1/30,Massachusetts,12,3,0,85,0
2020/1/30,Michigan,10,2,0,87,1
2020/1/30,Minnesota,11,1,0,87,1
2020/1/30,Mississippi,11,3,0,85,1
2020/1/30,Missouri,11,1,0,88,0
2020/1/30,Montana,12,2,0,85,1
2020/1/30,Nebraska,9,2,0,89,0
2020/1/30,Nevada,11,2,0,87,0
2020/1/30,New Hampshire,13,2,0,85,0
2020/1/30,New Jersey,13,2,0,85,0
2020/1/30,New Mexico,11,3,0,85,1
2020/1/30,New York,13,3,0,84,0
2020/1/30,North Carolina,10,1,0,88,1
2020/1/30,North Dakota,7,2,0,91,0
2020/1/30,Ohio,9,1,0,90,0
2020/1/30,Oklahoma,8,2,0,90,0
2020/1/30,Oregon,11,1,0,87,1
2020/1/30,Pennsylvania,9,2,0,88,1
2020/1/30,Rhode Island,8,3,0,88,1
2020/1/30,South Carolina,11,1,0,87,1
2020/1/30,South Dakota,6,0,0,94,0
2020/1/30,Tennessee,11,1,0,87,1
2020/1/30,Texas,12,2,0,86,0
2020/1/30,Utah,7,1,0,92,0
2020/1/30,Vermont,7,2,0,91,0
2020/1/30,Virginia,12,2,0,86,0
2020/1/30,Washington,9,2,0,88,1
2020/1/30,West Virginia,7,1,0,91,1
2020/1/30,Wisconsin,10,1,0,89,0
2020/1/30,Wyoming,7,6,0,87,0
2020/1/31,Alabama,13,1,0,86,0
2020/1/31,Alaska,9,2,0,89,0
2020/1/31,Arizona,13,1,0,86,0
2020/1/31,Arkansas,9,1,0,90,0
2020/1/31,California,15,3,0,82,0
2020/1/31,Colorado,11,1,0,88,0
2020/1/31,Connecticut,11,3,0,85,1
2020/1/31,Delaware,15,3,0,82,0
2020/1/31,District of Columbia,11,5,0,82,2
2020/1/31,Florida,11,2,0,87,0
2020/1/31,Georgia,13,3,0,84,0
2020/1/31,Hawaii,14,5,0,81,0
2020/1/31,Idaho,9,2,0,88,1
2020/1/31,Illinois,12,2,0,86,0
2020/1/31,Indiana,12,2,0,86,0
2020/1/31,Iowa,10,2,0,88,0
2020/1/31,Kansas,8,3,0,89,0
2020/1/31,Kentucky,11,0,0,89,0
2020/1/31,Louisiana,13,2,0,84,1
2020/1/31,Maine,4,3,0,92,1
2020/1/31,Maryland,14,3,0,83,0
2020/1/31,Massachusetts,11,2,0,87,0
2020/1/31,Michigan,12,2,0,86,0
2020/1/31,Minnesota,12,1,0,87,0
2020/1/31,Mississippi,10,2,0,87,1
2020/1/31,Missouri,8,1,0,90,1
2020/1/31,Montana,10,4,0,84,2
2020/1/31,Nebraska,7,2,0,91,0
2020/1/31,Nevada,12,3,0,85,0
2020/1/31,New Hampshire,12,2,0,84,2
2020/1/31,New Jersey,16,3,0,81,0
2020/1/31,New Mexico,15,2,0,82,1
2020/1/31,New York,15,3,0,82,0
2020/1/31,North Carolina,12,2,0,86,0
2020/1/31,North Dakota,9,3,0,86,2
2020/1/31,Ohio,10,2,0,88,0
2020/1/31,Oklahoma,9,2,0,89,0
2020/1/31,Oregon,13,2,0,85,0
2020/1/31,Pennsylvania,13,2,0,85,0
2020/1/31,Rhode Island,5,3,0,91,1
2020/1/31,South Carolina,9,1,0,90,0
2020/1/31,South Dakota,7,3,0,87,3
2020/1/31,Tennessee,13,2,0,85,0
2020/1/31,Texas,13,2,0,85,0
2020/1/31,Utah,9,1,0,90,0
2020/1/31,Vermont,9,0,0,91,0
2020/1/31,Virginia,12,4,0,84,0
2020/1/31,Washington,12,2,0,86,0
2020/1/31,West Virginia,14,2,0,83,1
2020/1/31,Wisconsin,8,1,0,90,1
2020/1/31,Wyoming,9,4,0,87,0
2020/2/1,Alabama,18,2,0,78,2
2020/2/1,Alaska,9,2,0,87,2
2020/2/1,Arizona,13,2,0,85,0
2020/2/1,Arkansas,12,1,0,86,1
2020/2/1,California,16,3,0,81,0
2020/2/1,Colorado,12,2,0,85,1
2020/2/1,Connecticut,11,3,0,85,1
2020/2/1,Delaware,11,5,0,84,0
2020/2/1,District of Columbia,16,5,0,77,2
2020/2/1,Florida,14,2,0,84,0
2020/2/1,Georgia,13,2,0,84,1
