date_trends,geoName,mask,face mask,covid-19,coronavirus,sanitizer
2020/4/21,Minnesota,10,3,5,81,1
2020/4/21,Mississippi,11,4,4,79,2
2020/4/21,Missouri,10,4,4,80,2
2020/4/21,Montana,8,4,5,83,0
2020/4/21,Nebraska,10,4,4,80,2
2020/4/21,Nevada,11,4,4,80,1
2020/4/21,New Hampshire,11,5,5,78,1
2020/4/21,New Jersey,11,4,4,79,2
2020/4/21,New Mexico,10,4,5,80,1
2020/4/21,New York,13,5,4,77,1
2020/4/21,North Carolina,12,4,4,78,2
2020/4/21,North Dakota,9,4,5,81,1
2020/4/21,Ohio,12,5,3,78,2
2020/4/21,Oklahoma,11,4,6,78,1
2020/4/21,Oregon,10,5,5,79,1
2020/4/21,Pennsylvania,14,6,4,74,2
2020/4/21,Rhode Island,14,5,4,75,2
2020/4/21,South Carolina,9,4,5,80,2
2020/4/21,South Dakota,9,3,5,81,2
2020/4/21,Tennessee,11,5,6,77,1
2020/4/21,Texas,15,6,4,73,2
2020/4/21,Utah,9,3,6,81,1
2020/4/21,Vermont,15,7,4,70,4
2020/4/21,Virginia,11,5,4,78,2
2020/4/21,Washington,10,4,6,79,1
2020/4/21,West Virginia,11,4,4,79,2
2020/4/21,Wisconsin,10,3,5,80,2
2020/4/21,Wyoming,5,0,7,87,1
