Mortality_Rate,level_mr,Residents_Aged_60_plus_Per_Each_ICU_Bed,mask,face_mask,covid_19,coronavirus,sanitizer,Air_value_avg_perday,level_ICU_per_60,level_trends_mask,level_trends_face_mask,level_trends_covid_19,level_trends_coronavirus,level_trends_sanitizer,level_air_avg
0.0,1,735.7436861902200,18,1,1,79,1,27.555555555555600,1,3,1,1,2,1,1
0.0,1,1281.056880733950,13,3,1,80,3,28.875,3,3,2,1,2,3,1
0.0,1,782.8057366362450,20,4,3,72,1,23.5,2,3,2,1,1,1,1
0.0,1,680.9985632183910,24,4,1,69,2,28.875,1,3,2,1,1,2,1
0.0,1,726.7866563227310,23,3,2,71,1,37.0,1,3,2,1,1,1,2
0.0,1,1362.41015625,21,0,0,79,0,17.75,3,3,1,1,2,1,1
0.0,1,1068.7116402116400,21,5,1,72,1,34.333333333333300,3,3,2,1,1,1,2
0.0,1,1110.0942684766200,17,3,0,78,2,34.333333333333300,3,3,2,1,2,2,2
0.0,1,919.3227404044570,18,2,0,79,1,17.875,2,3,1,1,2,1,1
0.0,1,973.5807002561910,12,3,0,83,2,25.875,2,2,2,1,2,2,1
0.0,1,746.1941747572820,29,3,0,68,0,19.166666666666700,1,3,2,1,1,1,1
0.0,1,706.4819915254240,19,2,1,77,1,6.571428571428570,1,3,1,1,1,1,1
0.0,1,1518.0969696969700,6,0,0,94,0,20.857142857142900,3,1,1,1,3,1,1
0.0,1,889.4522727272730,9,2,2,85,2,3.5,2,2,1,1,2,2,1
0.0,1,654.8088888888890,18,1,1,80,0,42.666666666666700,1,3,1,1,2,1,2
0.0,1,1291.6198347107400,12,0,3,83,2,34.6,3,2,1,1,2,2,2
0.0,1,1038.7469813391900,18,3,1,78,0,31.25,3,3,2,1,2,1,1
0.0,1,1352.2794117647100,20,2,0,76,2,32.125,3,3,1,1,1,2,2
0.0,1,1063.1409412955500,24,5,0,70,1,30.7,3,3,2,1,1,1,1
0.0,1,949.8581050740910,20,3,1,75,1,12.9375,2,3,2,1,1,1,1
0.0,1,635.5252100840340,11,5,0,84,0,25.0,1,2,2,1,2,1,1
0.0,1,782.666566083283,21,3,1,75,0,18.3,2,3,2,1,1,1,1
0.0,1,752.1231203007520,14,3,1,80,2,19.7,2,3,2,1,2,2,1
0.0,1,1409.608497723820,14,3,2,81,0,19.846153846153800,3,3,2,1,2,1,1
0.0,1,955.2079520353420,21,4,0,75,0,30.73913043478260,2,3,2,1,1,1,1
0.0,1,906.0342857142860,21,2,2,73,2,31.0,2,3,1,1,1,2,1
0.0,1,1226.2894736842100,27,5,5,63,0,31.571428571428600,3,3,2,3,1,1,1
0.0,1,642.6704391127210,18,4,0,78,0,19.77777777777780,1,3,2,1,2,1,1
0.0,1,745.0335537990000,16,4,1,78,1,32.04347826086960,1,3,2,1,2,1,2
0.0,1,783.153982300885,13,3,0,84,0,40.57142857142860,2,3,2,1,2,1,2
0.0,1,1661.5851063829800,22,3,0,75,0,27.0,3,3,2,1,1,1,1
0.0,1,1018.9703748488500,18,4,1,76,1,16.571428571428600,3,3,2,1,1,1,1
0.0,1,1165.003162055340,15,3,0,82,0,19.857142857142900,3,3,2,1,2,1,1
0.0,1,718.6830015313940,22,0,3,75,0,24.5,1,3,1,1,1,1,1
0.0,1,1093.3899913718700,17,4,1,77,1,21.68421052631580,3,3,2,1,1,1,1
0.0,1,1211.6078431372500,29,8,8,55,0,42.625,3,3,3,3,1,1,2
0.0,1,695.1239399869540,22,3,1,73,1,21.1,1,3,2,1,1,1,1
0.0,1,983.5882352941180,17,5,5,73,0,22.666666666666700,2,3,2,3,1,1,1
0.0,1,963.879409878127,16,2,2,79,1,46.0,2,3,1,1,2,1,2
0.0,1,895.5628415300550,27,3,0,70,0,28.428571428571400,2,3,2,1,1,1,1
0.0,1,993.7720087217230,21,4,1,73,1,55.0,2,3,2,1,1,1,3
0.0,1,645.7082028804010,20,3,1,75,1,38.9,1,3,2,1,1,1,2
0.0,1,1195.1706231454000,25,2,1,70,2,35.666666666666700,3,3,1,1,1,2,2
0.0,1,1186.731182795700,29,0,0,65,6,34.5,3,3,1,1,1,3,2
0.0,1,927.9321912919340,23,3,0,74,0,37.6,2,3,2,1,1,1,2
0.0,1,742.884370015949,18,3,1,76,2,21.642857142857100,1,3,2,1,1,2,1
0.0,1,1626.2587064676600,10,4,1,85,0,19.0,3,2,2,1,2,1,1
0.0,1,1089.6433121019100,18,2,2,78,0,21.0,3,3,1,1,2,1,1
0.0,1,831.6262722646310,21,4,1,73,1,28.833333333333300,2,3,2,1,1,1,1
0.0,1,735.7436861902200,23,3,1,71,2,33.55555555555560,1,3,2,1,1,2,2
0.0,1,1281.056880733950,18,1,2,76,3,33.5,3,3,1,1,1,3,2
0.0,1,782.8057366362450,21,2,4,68,5,42.0,2,3,1,2,1,3,2
0.0,1,680.9985632183910,26,4,2,67,1,33.125,1,3,2,1,1,1,2
0.0,1,726.7866563227310,22,2,0,73,3,42.857142857142900,1,3,1,1,1,3,2
0.0,1,1362.41015625,18,0,0,78,4,22.25,3,3,1,1,2,3,1
0.0,1,1068.7116402116400,21,3,1,74,1,35.666666666666700,3,3,2,1,1,1,2
0.0,1,1110.0942684766200,18,3,0,78,1,39.5,3,3,2,1,2,1,2
0.0,1,919.3227404044570,23,2,0,73,2,26.25,2,3,1,1,1,2,1
0.0,1,973.5807002561910,15,3,1,79,2,24.5,2,3,2,1,2,2,1
0.0,1,746.1941747572820,22,2,2,72,2,21.166666666666700,1,3,1,1,1,2,1
0.0,1,706.4819915254240,19,4,2,74,1,12.857142857142900,1,3,2,1,1,1,1
0.0,1,1518.0969696969700,9,0,0,88,3,20.714285714285700,3,2,1,1,3,3,1
0.0,1,889.4522727272730,11,4,2,83,0,3.5,2,2,2,1,2,1,1
0.0,1,654.8088888888890,19,1,0,79,1,42.666666666666700,1,3,1,1,2,1,2
0.0,1,1291.6198347107400,17,2,0,81,0,34.8,3,3,1,1,2,1,2
0.0,1,1038.7469813391900,16,4,1,78,1,31.75,3,3,2,1,2,1,1
0.0,1,1352.2794117647100,23,5,4,68,0,35.0,3,3,2,2,1,1,2
0.0,1,1063.1409412955500,26,5,0,68,1,30.7,3,3,2,1,1,1,1
0.0,1,949.8581050740910,20,4,0,75,1,22.625,2,3,2,1,1,1,1
0.0,1,635.5252100840340,22,6,0,72,0,24.25,1,3,3,1,1,1,1
0.0,1,782.666566083283,21,2,1,74,2,25.0,2,3,1,1,1,2,1
0.0,1,752.1231203007520,17,3,1,78,1,28.6,2,3,2,1,2,1,1
0.0,1,1409.608497723820,18,4,4,73,1,22.23076923076920,3,3,2,2,1,1,1
0.0,1,955.2079520353420,20,3,1,75,1,33.04347826086960,2,3,2,1,1,1,2
0.0,1,906.0342857142860,24,4,0,71,1,30.625,2,3,2,1,1,1,1
0.0,1,1226.2894736842100,22,6,0,66,6,31.142857142857100,3,3,3,1,1,3,1
0.0,1,642.6704391127210,26,3,0,68,3,22.555555555555600,1,3,2,1,1,3,1
0.0,1,745.0335537990000,18,4,0,77,1,37.08695652173910,1,3,2,1,1,1,2
0.0,1,783.153982300885,19,5,1,72,3,39.714285714285700,2,3,2,1,1,3,2
0.0,1,1661.5851063829800,18,10,0,72,0,33.8,3,3,3,1,1,1,2
0.0,1,1018.9703748488500,19,4,1,75,1,28.428571428571400,3,3,2,1,1,1,1
0.0,1,1165.003162055340,16,2,1,80,1,18.571428571428600,3,3,1,1,2,1,1
0.0,1,718.6830015313940,17,3,5,67,8,26.666666666666700,1,3,2,3,1,3,1
0.0,1,1093.3899913718700,18,2,3,77,0,21.842105263157900,3,3,1,1,1,1,1
0.0,1,1211.6078431372500,14,0,0,86,0,42.875,3,3,1,1,3,1,2
0.0,1,695.1239399869540,23,4,0,72,1,25.9,1,3,2,1,1,1,1
0.0,1,983.5882352941180,16,0,4,80,0,22.666666666666700,2,3,1,2,2,1,1
0.0,1,963.879409878127,15,4,1,78,2,47.3,2,3,2,1,2,2,2
0.0,1,895.5628415300550,20,2,0,76,2,26.857142857142900,2,3,1,1,1,2,1
0.0,1,993.7720087217230,19,3,0,77,1,46.064516129032300,2,3,2,1,1,1,2
0.0,1,645.7082028804010,20,2,1,76,1,34.1,1,3,1,1,1,1,2
0.0,1,1195.1706231454000,26,2,1,69,2,44.333333333333300,3,3,1,1,1,2,2
0.0,1,1186.731182795700,19,5,0,76,0,35.0,3,3,2,1,1,1,2
0.0,1,927.9321912919340,20,4,0,75,1,34.2,2,3,2,1,1,1,2
0.0,1,742.884370015949,20,4,0,75,1,26.857142857142900,1,3,2,1,1,1,1
0.0,1,1626.2587064676600,12,2,2,83,1,16.666666666666700,3,2,1,1,2,1,1
0.0,1,1089.6433121019100,13,4,1,82,0,22.8,3,3,2,1,2,1,1
0.0,1,831.6262722646310,19,3,1,76,1,36.416666666666700,2,3,2,1,1,1,2
0.0,1,735.7436861902200,24,2,1,73,0,32.166666666666700,1,3,1,1,1,1,2
0.0,1,1281.056880733950,14,1,0,81,4,41.125,3,3,1,1,2,3,2
0.0,1,782.8057366362450,21,2,1,74,2,57.75,2,3,1,1,1,2,3
0.0,1,680.9985632183910,19,2,2,74,3,34.25,1,3,1,1,1,3,2
0.0,1,726.7866563227310,23,2,1,73,1,32.714285714285700,1,3,1,1,1,1,2
0.0,1,1362.41015625,12,4,0,84,0,24.5,3,2,2,1,2,1,1
0.0,1,1068.7116402116400,17,2,2,78,1,40.333333333333300,3,3,1,1,2,1,2
0.0,1,1110.0942684766200,21,3,1,74,1,46.333333333333300,3,3,2,1,1,1,2
0.0,1,919.3227404044570,23,2,1,74,0,25.1875,2,3,1,1,1,1,1
0.0,1,973.5807002561910,16,4,2,77,1,24.125,2,3,2,1,1,1,1
0.0,1,746.1941747572820,20,5,2,69,4,21.666666666666700,1,3,2,1,1,3,1
0.0,1,706.4819915254240,21,2,1,75,1,10.857142857142900,1,3,1,1,1,1,1
0.0,1,1518.0969696969700,8,3,0,83,6,22.571428571428600,3,2,2,1,2,3,1
0.0,1,889.4522727272730,17,3,3,76,1,0.5,2,3,2,1,1,1,1
0.0,1,654.8088888888890,20,2,0,76,2,39.0,1,3,1,1,1,2,2
0.0,1,1291.6198347107400,22,4,0,70,4,34.2,3,3,2,1,1,3,2
0.0,1,1038.7469813391900,16,3,0,81,0,38.75,3,3,2,1,2,1,2
0.0,1,1352.2794117647100,23,3,4,68,2,35.0,3,3,2,2,1,2,2
0.0,1,1063.1409412955500,20,4,1,74,1,37.1,3,3,2,1,1,1,2
0.0,1,949.8581050740910,19,3,1,76,1,35.625,2,3,2,1,1,1,2
0.0,1,635.5252100840340,14,0,0,86,0,24.25,1,3,1,1,3,1,1
0.0,1,782.666566083283,19,4,0,76,1,23.05,2,3,2,1,1,1,1
0.0,1,752.1231203007520,20,4,0,75,1,35.8,2,3,2,1,1,1,2
0.0,1,1409.608497723820,16,3,3,77,1,18.384615384615400,3,3,2,1,1,1,1
0.0,1,955.2079520353420,21,3,1,75,0,38.26086956521740,2,3,2,1,1,1,2
0.0,1,906.0342857142860,17,3,2,76,2,43.125,2,3,2,1,1,2,2
0.0,1,1226.2894736842100,12,5,6,77,0,31.142857142857100,3,2,2,3,1,1,1
0.0,1,642.6704391127210,15,1,1,82,1,32.333333333333300,1,3,1,1,2,1,2
0.0,1,745.0335537990000,21,4,1,73,1,34.391304347826100,1,3,2,1,1,1,2
0.0,1,783.153982300885,22,2,1,74,1,40.714285714285700,2,3,1,1,1,1,2
0.0,1,1661.5851063829800,22,0,4,74,0,32.2,3,3,1,2,1,1,2
0.0,1,1018.9703748488500,17,3,1,78,1,30.857142857142900,3,3,2,1,2,1,1
0.0,1,1165.003162055340,17,2,1,79,1,19.238095238095200,3,3,1,1,2,1,1
0.0,1,718.6830015313940,25,5,0,67,3,31.166666666666700,1,3,2,1,1,3,1
0.0,1,1093.3899913718700,16,4,1,78,1,23.789473684210500,3,3,2,1,2,1,1
0.0,1,1211.6078431372500,10,0,0,83,7,40.875,3,2,1,1,2,3,2
0.0,1,695.1239399869540,21,4,0,74,1,19.7,1,3,2,1,1,1,1
0.0,1,983.5882352941180,12,6,0,82,0,9.333333333333330,2,2,3,1,2,1,1
0.0,1,963.879409878127,21,4,1,73,1,45.8,2,3,2,1,1,1,2
0.0,1,895.5628415300550,15,1,0,84,0,23.428571428571400,2,3,1,1,2,1,1
0.0,1,993.7720087217230,20,3,1,75,1,45.74193548387100,2,3,2,1,1,1,2
0.0,1,645.7082028804010,18,2,1,78,1,36.5,1,3,1,1,2,1,2
0.0,1,1195.1706231454000,21,3,1,75,0,51.5,3,3,2,1,1,1,3
0.0,1,1186.731182795700,19,7,0,74,0,53.0,3,3,3,1,1,1,3
0.0,1,927.9321912919340,19,3,0,78,0,32.45,2,3,2,1,2,1,2
0.0,1,742.884370015949,18,3,2,76,1,24.428571428571400,1,3,2,1,1,1,1
0.0,1,1626.2587064676600,10,5,0,84,1,16.666666666666700,3,2,2,1,2,1,1
0.0,1,1089.6433121019100,19,0,0,79,2,25.0,3,3,1,1,2,2,1
0.0,1,831.6262722646310,20,3,1,75,1,39.916666666666700,2,3,2,1,1,1,2
0.0,1,735.7436861902200,24,2,1,72,1,34.388888888888900,1,3,1,1,1,1,2
0.0,1,1281.056880733950,14,0,1,80,5,47.875,3,3,1,1,2,3,2
0.0,1,782.8057366362450,12,3,1,82,2,48.25,2,2,2,1,2,2,3
0.0,1,680.9985632183910,15,2,1,80,2,38.5,1,3,1,1,2,2,2
0.0,1,726.7866563227310,25,4,2,68,1,38.142857142857100,1,3,2,1,1,1,2
0.0,1,1362.41015625,20,5,0,72,3,26.75,3,3,2,1,1,3,1
0.0,1,1068.7116402116400,22,3,1,72,2,53.0,3,3,2,1,1,2,3
0.0,1,1110.0942684766200,17,3,0,79,1,50.333333333333300,3,3,2,1,2,1,3
0.0,1,919.3227404044570,19,2,1,77,1,18.125,2,3,1,1,1,1,1
0.0,1,973.5807002561910,17,3,2,77,1,33.25,2,3,2,1,1,1,2
0.0,1,746.1941747572820,15,4,2,79,0,20.666666666666700,1,3,2,1,2,1,1
0.0,1,706.4819915254240,18,2,1,78,1,11.0,1,3,1,1,2,1,1
0.0,1,1518.0969696969700,12,3,0,82,3,25.857142857142900,3,2,2,1,2,3,1
0.0,1,889.4522727272730,16,2,1,77,4,12.5,2,3,1,1,1,3,1
0.0,1,654.8088888888890,13,3,0,82,2,41.0,1,3,2,1,2,2,2
0.0,1,1291.6198347107400,15,5,2,78,0,44.0,3,3,2,1,2,1,2
0.0,1,1038.7469813391900,20,3,1,76,0,48.75,3,3,2,1,1,1,3
0.0,1,1352.2794117647100,14,2,1,82,1,32.0,3,3,1,1,2,1,1
0.0,1,1063.1409412955500,23,4,0,72,1,34.6,3,3,2,1,1,1,2
0.0,1,949.8581050740910,18,2,1,78,1,37.0,2,3,1,1,2,1,2
0.0,1,635.5252100840340,16,5,0,74,5,27.5,1,3,2,1,1,3,1
0.0,1,782.666566083283,20,4,0,75,1,29.5,2,3,2,1,1,1,1
0.0,1,752.1231203007520,17,2,1,77,3,38.1,2,3,1,1,1,3,2
0.0,1,1409.608497723820,15,3,2,79,1,27.076923076923100,3,3,2,1,2,1,1
0.0,1,955.2079520353420,18,3,0,79,0,47.608695652173900,2,3,2,1,2,1,2
0.0,1,906.0342857142860,21,4,3,72,0,38.25,2,3,2,1,1,1,2
0.0,1,1226.2894736842100,22,9,0,69,0,40.42857142857140,3,3,3,1,1,1,2
0.0,1,642.6704391127210,20,4,1,75,0,31.333333333333300,1,3,2,1,1,1,1
0.0,1,745.0335537990000,18,3,0,78,1,34.91304347826090,1,3,2,1,2,1,2
0.0,1,783.153982300885,18,1,1,79,1,42.42857142857140,2,3,1,1,2,1,2
0.0,1,1661.5851063829800,17,0,0,83,0,30.2,3,3,1,1,2,1,1
0.0,1,1018.9703748488500,20,2,1,77,0,29.857142857142900,3,3,1,1,1,1,1
0.0,1,1165.003162055340,16,1,2,80,1,22.904761904761900,3,3,1,1,2,1,1
0.0,1,718.6830015313940,9,11,3,77,0,36.333333333333300,1,2,3,1,1,1,2
0.0,1,1093.3899913718700,19,2,0,78,1,27.526315789473700,3,3,1,1,2,1,1
0.0,1,1211.6078431372500,15,0,0,85,0,41.875,3,3,1,1,2,1,2
0.0,1,695.1239399869540,19,2,3,75,1,13.7,1,3,1,1,1,1,1
0.0,1,983.5882352941180,7,4,4,81,4,8.0,2,2,2,2,2,3,1
0.0,1,963.879409878127,19,3,0,76,2,43.0,2,3,2,1,1,2,2
0.0,1,895.5628415300550,13,1,0,84,2,33.57142857142860,2,3,1,1,2,2,2
0.0,1,993.7720087217230,19,3,1,76,1,46.225806451612900,2,3,2,1,1,1,2
0.0,1,645.7082028804010,20,4,2,73,1,37.2,1,3,2,1,1,1,2
0.0,1,1195.1706231454000,20,7,2,71,0,39.666666666666700,3,3,3,1,1,1,2
0.0,1,1186.731182795700,16,0,0,81,3,42.0,3,3,1,1,2,3,2
0.0,1,927.9321912919340,21,3,1,74,1,30.65,2,3,2,1,1,1,1
0.0,1,742.884370015949,19,4,1,75,1,21.071428571428600,1,3,2,1,1,1,1
0.0,1,1626.2587064676600,15,5,0,78,2,16.333333333333300,3,3,2,1,2,2,1
0.0,1,1089.6433121019100,21,0,2,74,3,25.1,3,3,1,1,1,3,1
0.0,1,831.6262722646310,21,2,1,75,1,35.666666666666700,2,3,1,1,1,1,2
0.0,1,735.7436861902200,20,2,1,77,0,41.111111111111100,1,3,1,1,1,1,2
0.0,1,1281.056880733950,18,2,2,77,1,37.75,3,3,1,1,1,1,2
0.0,1,782.8057366362450,13,4,0,83,0,36.75,2,3,2,1,2,1,2
0.0,1,680.9985632183910,15,3,1,81,0,36.375,1,3,2,1,2,1,2
0.0,1,726.7866563227310,27,3,1,68,1,34.857142857142900,1,3,2,1,1,1,2
0.0,1,1362.41015625,16,3,0,81,0,18.0,3,3,2,1,2,1,1
0.0,1,1068.7116402116400,18,5,2,75,0,52.333333333333300,3,3,2,1,1,1,3
0.0,1,1110.0942684766200,17,4,1,78,0,35.0,3,3,2,1,2,1,2
0.0,1,919.3227404044570,19,3,1,77,0,22.0625,2,3,2,1,1,1,1
0.0,1,973.5807002561910,21,4,1,73,1,23.0,2,3,2,1,1,1,1
0.0,1,746.1941747572820,20,4,0,76,0,24.666666666666700,1,3,2,1,1,1,1
0.0,1,706.4819915254240,19,3,1,76,1,12.857142857142900,1,3,2,1,1,1,1
0.0,1,1518.0969696969700,11,4,0,82,3,33.285714285714300,3,2,2,1,2,3,2
0.0,1,889.4522727272730,13,3,0,81,3,11.5,2,3,2,1,2,3,1
0.0,1,654.8088888888890,17,3,2,76,2,38.333333333333300,1,3,2,1,1,2,2
0.0,1,1291.6198347107400,20,3,3,68,6,34.4,3,3,2,1,1,3,2
0.0,1,1038.7469813391900,20,3,1,75,1,40.5,3,3,2,1,1,1,2
0.0,1,1352.2794117647100,20,2,2,74,2,33.25,3,3,1,1,1,2,2
0.0,1,1063.1409412955500,22,3,1,73,1,38.9,3,3,2,1,1,1,2
0.0,1,949.8581050740910,21,1,1,76,1,35.125,2,3,1,1,1,1,2
0.0,1,635.5252100840340,17,4,0,74,5,25.75,1,3,2,1,1,3,1
0.0,1,782.666566083283,19,3,0,77,1,26.7,2,3,2,1,1,1,1
0.0,1,752.1231203007520,15,2,1,81,1,24.0,2,3,1,1,2,1,1
0.0,1,1409.608497723820,10,3,1,85,1,35.30769230769230,3,2,2,1,2,1,2
0.0,1,955.2079520353420,19,2,0,78,1,39.91304347826090,2,3,1,1,2,1,2
0.0,1,906.0342857142860,23,2,2,72,1,39.125,2,3,1,1,1,1,2
0.0,1,1226.2894736842100,13,0,5,77,5,32.857142857142900,3,3,1,3,1,3,2
0.0,1,642.6704391127210,14,4,0,80,2,20.666666666666700,1,3,2,1,2,2,1
0.0,1,745.0335537990000,18,3,1,78,0,36.56521739130440,1,3,2,1,2,1,2
0.0,1,783.153982300885,17,2,0,80,1,41.142857142857100,2,3,1,1,2,1,2
0.0,1,1661.5851063829800,11,0,0,89,0,28.8,3,2,1,1,3,1,1
0.0,1,1018.9703748488500,18,2,0,79,1,47.142857142857100,3,3,1,1,2,1,2
0.0,1,1165.003162055340,13,3,1,82,1,27.047619047619000,3,3,2,1,2,1,1
0.0,1,718.6830015313940,19,0,3,75,3,35.833333333333300,1,3,1,1,1,3,2
0.0,1,1093.3899913718700,20,2,1,76,1,23.0,3,3,1,1,1,1,1
0.0,1,1211.6078431372500,23,0,0,77,0,41.625,3,3,1,1,1,1,2
0.0,1,695.1239399869540,25,3,1,69,2,15.4,1,3,2,1,1,2,1
0.0,1,983.5882352941180,16,5,0,74,5,3.6666666666666700,2,3,2,1,1,3,1
0.0,1,963.879409878127,21,2,1,74,2,46.2,2,3,1,1,1,2,2
0.0,1,895.5628415300550,34,4,0,60,2,23.714285714285700,2,3,2,1,1,2,1
0.0,1,993.7720087217230,20,4,0,75,1,51.45161290322580,2,3,2,1,1,1,3
0.0,1,645.7082028804010,19,3,1,77,0,31.2,1,3,2,1,1,1,1
0.0,1,1195.1706231454000,24,3,1,72,0,39.5,3,3,2,1,1,1,2
0.0,1,1186.731182795700,25,4,0,66,5,34.0,3,3,2,1,1,3,2
0.0,1,927.9321912919340,21,3,0,75,1,31.85,2,3,2,1,1,1,1
0.0,1,742.884370015949,22,3,2,72,1,14.5,1,3,2,1,1,1,1
0.0,1,1626.2587064676600,15,4,4,75,2,15.666666666666700,3,3,2,2,1,2,1
0.0,1,1089.6433121019100,11,2,2,85,0,27.4,3,2,1,1,2,1,1
0.0,1,831.6262722646310,21,3,0,75,1,27.0,2,3,2,1,1,1,1
0.0,1,735.7436861902200,22,3,0,74,1,30.61111111111110,1,3,2,1,1,1,1
0.0,1,1281.056880733950,15,1,3,79,2,25.5,3,3,1,1,2,2,1
0.0,1,782.8057366362450,18,4,0,75,3,44.75,2,3,2,1,1,3,2
0.0,1,680.9985632183910,25,5,1,67,2,39.25,1,3,2,1,1,2,2
0.0,1,726.7866563227310,31,3,2,62,2,23.285714285714300,1,3,2,1,1,2,1
0.0,1,1362.41015625,17,6,3,74,0,17.0,3,3,3,1,1,1,1
0.0,1,1068.7116402116400,22,4,1,72,1,43.0,3,3,2,1,1,1,2
0.0,1,1110.0942684766200,21,4,0,75,0,33.0,3,3,2,1,1,1,2
0.0,1,919.3227404044570,20,3,1,76,0,17.5,2,3,2,1,1,1,1
0.0,1,973.5807002561910,19,3,0,77,1,22.25,2,3,2,1,1,1,1
0.0,1,746.1941747572820,23,4,0,71,2,20.0,1,3,2,1,1,2,1
0.0,1,706.4819915254240,23,3,0,72,2,11.714285714285700,1,3,2,1,1,2,1
0.0,1,1518.0969696969700,20,0,0,76,4,39.142857142857100,3,3,1,1,1,3,2
0.0,1,889.4522727272730,23,5,0,70,2,13.5,2,3,2,1,1,2,1
0.0,1,654.8088888888890,21,6,1,70,2,33.666666666666700,1,3,3,1,1,2,2
0.0,1,1291.6198347107400,15,2,3,77,3,39.4,3,3,1,1,1,3,2
0.0,1,1038.7469813391900,18,2,0,79,1,34.25,3,3,1,1,2,1,2
0.0,1,1352.2794117647100,19,2,2,74,3,34.125,3,3,1,1,1,3,2
0.0,1,1063.1409412955500,22,4,1,73,0,36.7,3,3,2,1,1,1,2
0.0,1,949.8581050740910,21,4,1,73,1,18.3125,2,3,2,1,1,1,1
0.0,1,635.5252100840340,19,4,0,77,0,25.0,1,3,2,1,1,1,1
0.0,1,782.666566083283,23,3,1,71,2,22.0,2,3,2,1,1,2,1
0.0,1,752.1231203007520,22,3,1,73,1,24.9,2,3,2,1,1,1,1
0.0,1,1409.608497723820,18,3,2,77,0,36.07692307692310,3,3,2,1,1,1,2
0.0,1,955.2079520353420,23,3,1,71,2,35.391304347826100,2,3,2,1,1,2,2
0.0,1,906.0342857142860,23,4,2,70,1,26.375,2,3,2,1,1,1,1
0.0,1,1226.2894736842100,15,0,0,85,0,35.285714285714300,3,3,1,1,2,1,2
0.0,1,642.6704391127210,19,2,1,78,0,26.666666666666700,1,3,1,1,2,1,1
0.0,1,745.0335537990000,21,4,1,73,1,25.217391304347800,1,3,2,1,1,1,1
0.0,1,783.153982300885,17,2,2,78,1,41.857142857142900,2,3,1,1,2,1,2
0.0,1,1661.5851063829800,18,5,0,77,0,31.0,3,3,2,1,1,1,1
0.0,1,1018.9703748488500,21,3,0,75,1,16.571428571428600,3,3,2,1,1,1,1
0.0,1,1165.003162055340,12,3,0,84,1,31.333333333333300,3,2,2,1,2,1,1
0.0,1,718.6830015313940,24,3,0,73,0,28.0,1,3,2,1,1,1,1
0.0,1,1093.3899913718700,20,4,2,73,1,19.473684210526300,3,3,2,1,1,1,1
0.0,1,1211.6078431372500,27,0,0,73,0,39.0,3,3,1,1,1,1,2
0.0,1,695.1239399869540,23,3,1,71,2,13.9,1,3,2,1,1,2,1
0.0,1,983.5882352941180,12,5,0,83,0,9.0,2,2,2,1,2,1,1
0.0,1,963.879409878127,25,3,0,71,1,40.1,2,3,2,1,1,1,2
0.0,1,895.5628415300550,20,6,4,70,0,21.428571428571400,2,3,3,2,1,1,1
0.0,1,993.7720087217230,19,3,1,76,1,51.87096774193550,2,3,2,1,1,1,3
0.0,1,645.7082028804010,21,2,1,74,2,43.7,1,3,1,1,1,2,2
0.0,1,1195.1706231454000,22,3,2,71,2,34.166666666666700,3,3,2,1,1,2,2
0.0,1,1186.731182795700,17,4,4,71,4,34.5,3,3,2,2,1,3,2
0.0,1,927.9321912919340,19,3,1,76,1,34.25,2,3,2,1,1,1,2
0.0,1,742.884370015949,23,2,1,73,1,12.785714285714300,1,3,1,1,1,1,1
0.0,1,1626.2587064676600,14,3,1,80,2,18.333333333333300,3,3,2,1,2,2,1
0.0,1,1089.6433121019100,17,3,1,77,2,28.4,3,3,2,1,1,2,1
0.0,1,831.6262722646310,24,1,0,74,1,29.5,2,3,1,1,1,1,1
0.0,1,735.7436861902200,27,3,0,67,3,27.833333333333300,1,3,2,1,1,3,1
0.0,1,1281.056880733950,20,2,2,75,1,45.125,3,3,1,1,1,1,2
0.0,1,782.8057366362450,16,5,0,76,3,31.0,2,3,2,1,1,3,1
0.0,1,680.9985632183910,22,5,1,70,2,32.625,1,3,2,1,1,2,2
0.0,1,726.7866563227310,32,3,2,61,2,30.857142857142900,1,3,2,1,1,2,1
0.0,1,1362.41015625,20,10,0,67,3,17.0,3,3,3,1,1,3,1
0.0,1,1068.7116402116400,21,4,1,72,2,40.666666666666700,3,3,2,1,1,2,2
0.0,1,1110.0942684766200,20,3,1,75,1,37.333333333333300,3,3,2,1,1,1,2
0.0,1,919.3227404044570,20,2,1,77,0,18.5625,2,3,1,1,1,1,1
0.0,1,973.5807002561910,22,2,1,75,0,30.875,2,3,1,1,1,1,1
0.0,1,746.1941747572820,23,3,0,74,0,15.166666666666700,1,3,2,1,1,1,1
0.0,1,706.4819915254240,21,3,3,73,0,13.285714285714300,1,3,2,1,1,1,1
0.0,1,1518.0969696969700,10,3,0,84,3,42.57142857142860,3,2,2,1,2,3,2
0.0,1,889.4522727272730,17,2,0,78,3,6.0,2,3,1,1,2,3,1
0.0,1,654.8088888888890,24,4,1,69,2,35.666666666666700,1,3,2,1,1,2,2
0.0,1,1291.6198347107400,20,0,0,78,2,33.0,3,3,1,1,2,2,2
0.0,1,1038.7469813391900,20,1,0,78,1,41.0,3,3,1,1,2,1,2
0.0,1,1352.2794117647100,26,3,1,66,4,32.0,3,3,2,1,1,3,1
0.0,1,1063.1409412955500,23,5,1,70,1,31.1,3,3,2,1,1,1,1
0.0,1,949.8581050740910,23,3,1,72,1,18.0,2,3,2,1,1,1,1
0.0,1,635.5252100840340,30,4,0,61,5,27.0,1,3,2,1,1,3,1
