Bads,Count,Goods,Distribution_of_Count,Distribution_of_Goods,Distribution_of_Bads,Odds,Goods_divide_Bads,WOE
268,997,729,0.22607709750566893,0.24211225506476253,0.19156540385989992,2.720149253731343,1.2638621075955327,0.2341721976815488
668,1962,1294,0.4448979591836735,0.429757555629359,0.47748391708363114,1.937125748502994,0.9000461382117864,-0.10530925229205247
463,1451,988,0.32902494331065757,0.32813018930587845,0.3309506790564689,2.1339092872570196,0.9914776130430323,-0.008558910154618914
