Bads,Count,Goods,Distribution_of_Count,Distribution_of_Goods,Distribution_of_Bads,Odds,Goods_divide_Bads,WOE
428,1902,1474,0.4312925170068027,0.4895383593490535,0.3059328091493924,3.44392523364486,1.6001499175918827,0.47009732335123244
921,2382,1461,0.5401360544217687,0.48522085685818667,0.6583273766976412,1.5863192182410424,0.7370510084089068,-0.30509817832085995
50,126,76,0.02857142857142857,0.02524078379275988,0.035739814152966405,1.52,0.7062371305214215,-0.3478042189580676
