Bads,Count,Goods,Distribution_of_Count,Distribution_of_Goods,Distribution_of_Bads,Odds,Goods_divide_Bads,WOE
428,1902,1474,0.4312925170068027,0.4895383593490535,0.3059328091493924,3.44392523364486,1.6001499175918827,0.47009732335123244
897,2318,1421,0.52562358276644,0.47193623380936567,0.6411722659042173,1.584169453734671,0.7360521639903039,-0.30645428777794803
74,190,116,0.04308390022675737,0.03852540684158087,0.05289492494639028,1.5675675675675675,0.7283384347482654,-0.3169894559140577
