Province_State,confirmed,deaths,Date,ICU_Beds,Total_Population,Population_Aged_60_plus,usa_state_latitude,Mortality_Rate,Residents_Aged_60_plus_Per_Each_ICU_Bed,mask,face mask,covid-19,coronavirus,sanitizer,usa_state_code,Air_value_avg_perday
Kentucky,0.0,0.0,2020/1/30,1392.0,4424376.0,947950.0,37.839333,0.0,680.9985632183908,9,1,0,89,1,KY,31.25
Louisiana,0.0,0.0,2020/1/30,1289.0,4663461.0,936828.0,31.244823,0.0,726.7866563227308,11,2,0,87,0,LA,31.714285714285715
Maine,0.0,0.0,2020/1/30,256.0,1330158.0,348777.0,45.253783,0.0,1362.41015625,6,0,0,92,2,ME,24.0
Maryland,0.0,0.0,2020/1/30,1134.0,5996079.0,1211919.0,39.045755,0.0,1068.7116402116403,12,2,0,86,0,MD,40.666666666666664
Massachusetts,0.0,0.0,2020/1/30,1326.0,6789319.0,1471985.0,42.407211,0.0,1110.0942684766214,12,3,0,85,0,MA,38.166666666666664
Michigan,0.0,0.0,2020/1/30,2423.0,9925568.0,2227519.0,44.314844,0.0,919.3227404044572,10,2,0,87,1,MI,21.125
Minnesota,0.0,0.0,2020/1/30,1171.0,5490726.0,1140063.0,46.729553,0.0,973.5807002561913,11,1,0,87,1,MN,54.125
Mississippi,0.0,0.0,2020/1/30,824.0,2986220.0,614864.0,32.354668,0.0,746.1941747572815,11,3,0,85,1,MS,29.0
Missouri,0.0,0.0,2020/1/30,1888.0,6075300.0,1333838.0,37.964253,0.0,706.4819915254237,11,1,0,88,0,MO,8.285714285714286
Montana,0.0,0.0,2020/1/30,165.0,1029862.0,250486.0,46.879682,0.0,1518.0969696969696,12,2,0,85,1,MT,25.0
Nebraska,0.0,0.0,2020/1/30,440.0,1893921.0,391359.0,41.492537,0.0,889.4522727272728,9,2,0,89,0,NE,12.5
Nevada,0.0,0.0,2020/1/30,900.0,2887725.0,589328.0,38.80261,0.0,654.8088888888889,11,2,0,87,0,NV,35.333333333333336
New Hampshire,0.0,0.0,2020/1/30,242.0,1331848.0,312572.0,43.193852,0.0,1291.6198347107438,13,2,0,85,0,NH,22.0
New Jersey,0.0,0.0,2020/1/30,1822.0,8960161.0,1892597.0,40.058324,0.0,1038.7469813391876,13,2,0,85,0,NJ,29.75
New Mexico,0.0,0.0,2020/1/30,340.0,2084828.0,459775.0,34.97273,0.0,1352.2794117647059,11,3,0,85,1,NM,31.0
New York,0.0,0.0,2020/1/30,3952.0,1.9798228E7,4201533.0,43.299428,0.0,1063.1409412955466,13,3,0,84,0,NY,34.2
North Carolina,0.0,0.0,2020/1/30,2227.0,1.0052564E7,2115334.0,35.759573,0.0,949.8581050740908,10,1,0,88,1,NC,22.375
North Dakota,0.0,0.0,2020/1/30,238.0,745475.0,151255.0,47.551493,0.0,635.5252100840336,7,2,0,91,0,ND,24.5
Ohio,0.0,0.0,2020/1/30,3314.0,1.1609756E7,2593757.0,40.417287,0.0,782.666566083283,9,1,0,90,0,OH,19.7
Oklahoma,0.0,0.0,2020/1/30,1064.0,3896251.0,800259.0,35.007752,0.0,752.1231203007519,8,2,0,90,0,OK,30.9
Oregon,0.0,0.0,2020/1/30,659.0,4025127.0,928932.0,43.804133,0.0,1409.608497723824,11,1,0,87,1,OR,26.692307692307693
Pennsylvania,0.0,0.0,2020/1/30,3169.0,1.2790505E7,3027054.0,41.203322,0.0,955.2079520353424,9,2,0,88,1,PA,35.91304347826087
South Carolina,0.0,0.0,2020/1/30,1225.0,4893444.0,1109892.0,33.836081,0.0,906.0342857142857,11,1,0,87,1,SC,36.875
South Dakota,0.0,0.0,2020/1/30,152.0,855444.0,186396.0,43.969515,0.0,1226.2894736842106,6,0,0,94,0,SD,38.285714285714285
Tennessee,0.0,0.0,2020/1/30,2209.0,6597381.0,1419659.0,35.517491,0.0,642.6704391127207,11,1,0,87,1,TN,38.111111111111114
Texas,0.0,0.0,2020/1/30,6199.0,2.7419612E7,4618463.0,31.968599,0.0,745.0335537989998,12,2,0,86,0,TX,24.91304347826087
Utah,0.0,0.0,2020/1/30,565.0,2993941.0,442482.0,39.32098,0.0,783.153982300885,7,1,0,92,0,UT,37.142857142857146
Vermont,0.0,0.0,2020/1/30,94.0,624636.0,156189.0,44.558803,0.0,1661.5851063829787,7,2,0,91,0,VT,32.0
Virginia,0.0,0.0,2020/1/30,1654.0,8365952.0,1685377.0,37.431573,0.0,1018.9703748488513,12,2,0,86,0,VA,25.571428571428573
Washington,1.0,0.0,2020/1/30,1265.0,7169967.0,1473729.0,47.751074,0.0,1165.003162055336,9,2,0,88,1,WA,27.428571428571427
West Virginia,0.0,0.0,2020/1/30,653.0,1836843.0,469300.0,38.597626,0.0,718.6830015313935,7,1,0,91,1,WV,26.5
Wisconsin,0.0,0.0,2020/1/30,1159.0,5763217.0,1267239.0,43.78444,0.0,1093.3899913718724,10,1,0,89,0,WI,34.0
Wyoming,0.0,0.0,2020/1/30,102.0,583200.0,123584.0,43.075968,0.0,1211.6078431372548,7,6,0,87,0,WY,39.375
Alabama,0.0,0.0,2020/1/31,1533.0,4850771.0,1065625.0,32.318231,0.0,695.1239399869537,13,1,0,86,0,AL,23.4
Alaska,0.0,0.0,2020/1/31,119.0,738565.0,117047.0,63.588753,0.0,983.5882352941177,9,2,0,89,0,AK,21.666666666666668
Arizona,1.0,0.0,2020/1/31,1559.0,6809946.0,1502688.0,34.048928,0.0,963.879409878127,13,1,0,86,0,AZ,36.2
Arkansas,0.0,0.0,2020/1/31,732.0,2977944.0,655552.0,35.20105,0.0,895.5628415300547,9,1,0,90,0,AR,39.42857142857143
California,3.0,0.0,2020/1/31,7338.0,3.8982847E7,7292299.0,36.778261,0.0,993.7720087217225,15,3,0,82,0,CA,50.354838709677416
Colorado,0.0,0.0,2020/1/31,1597.0,5436519.0,1031196.0,39.550051,0.0,645.7082028804008,11,1,0,88,0,CO,34.3
Connecticut,0.0,0.0,2020/1/31,674.0,3594478.0,805545.0,41.603221,0.0,1195.1706231454007,11,3,0,85,1,CT,47.333333333333336
Delaware,0.0,0.0,2020/1/31,186.0,943732.0,220732.0,38.910832,0.0,1186.731182795699,15,3,0,82,0,DE,32.0
Florida,0.0,0.0,2020/1/31,5604.0,2.0278447E7,5200132.0,27.664827,0.0,927.9321912919344,11,2,0,87,0,FL,40.55
Georgia,0.0,0.0,2020/1/31,2508.0,1.0201635E7,1863154.0,32.157435,0.0,742.884370015949,13,3,0,84,0,GA,29.142857142857142
Hawaii,0.0,0.0,2020/1/31,201.0,1421658.0,326878.0,19.898682,0.0,1626.2587064676618,14,5,0,81,0,HI,25.333333333333332
Idaho,0.0,0.0,2020/1/31,314.0,1657375.0,342148.0,44.068202,0.0,1089.6433121019109,9,2,0,88,1,ID,24.2
Illinois,2.0,0.0,2020/1/31,3144.0,1.2854526E7,2614633.0,40.633125,0.0,831.6262722646311,12,2,0,86,0,IL,52.0
Indiana,0.0,0.0,2020/1/31,1861.0,6614418.0,1369219.0,40.551217,0.0,735.7436861902203,12,2,0,86,0,IN,46.44444444444444
Iowa,0.0,0.0,2020/1/31,545.0,3118102.0,698176.0,41.878003,0.0,1281.056880733945,10,2,0,88,0,IA,64.125
Kansas,0.0,0.0,2020/1/31,767.0,2903820.0,600412.0,39.011902,0.0,782.8057366362451,8,3,0,89,0,KS,42.75
Kentucky,0.0,0.0,2020/1/31,1392.0,4424376.0,947950.0,37.839333,0.0,680.9985632183908,11,0,0,89,0,KY,37.0
Louisiana,0.0,0.0,2020/1/31,1289.0,4663461.0,936828.0,31.244823,0.0,726.7866563227308,13,2,0,84,1,LA,29.0
Maine,0.0,0.0,2020/1/31,256.0,1330158.0,348777.0,45.253783,0.0,1362.41015625,4,3,0,92,1,ME,44.0
Maryland,0.0,0.0,2020/1/31,1134.0,5996079.0,1211919.0,39.045755,0.0,1068.7116402116403,14,3,0,83,0,MD,48.333333333333336
Massachusetts,0.0,0.0,2020/1/31,1326.0,6789319.0,1471985.0,42.407211,0.0,1110.0942684766214,11,2,0,87,0,MA,49.833333333333336
Michigan,0.0,0.0,2020/1/31,2423.0,9925568.0,2227519.0,44.314844,0.0,919.3227404044572,12,2,0,86,0,MI,28.75
Minnesota,0.0,0.0,2020/1/31,1171.0,5490726.0,1140063.0,46.729553,0.0,973.5807002561913,12,1,0,87,0,MN,56.875
Mississippi,0.0,0.0,2020/1/31,824.0,2986220.0,614864.0,32.354668,0.0,746.1941747572815,10,2,0,87,1,MS,32.166666666666664
Missouri,0.0,0.0,2020/1/31,1888.0,6075300.0,1333838.0,37.964253,0.0,706.4819915254237,8,1,0,90,1,MO,16.571428571428573
Montana,0.0,0.0,2020/1/31,165.0,1029862.0,250486.0,46.879682,0.0,1518.0969696969696,10,4,0,84,2,MT,32.42857142857143
Nebraska,0.0,0.0,2020/1/31,440.0,1893921.0,391359.0,41.492537,0.0,889.4522727272728,7,2,0,91,0,NE,5.5
Nevada,0.0,0.0,2020/1/31,900.0,2887725.0,589328.0,38.80261,0.0,654.8088888888889,12,3,0,85,0,NV,36.5
New Hampshire,0.0,0.0,2020/1/31,242.0,1331848.0,312572.0,43.193852,0.0,1291.6198347107438,12,2,0,84,2,NH,24.0
New Jersey,0.0,0.0,2020/1/31,1822.0,8960161.0,1892597.0,40.058324,0.0,1038.7469813391876,16,3,0,81,0,NJ,39.5
New Mexico,0.0,0.0,2020/1/31,340.0,2084828.0,459775.0,34.97273,0.0,1352.2794117647059,15,2,0,82,1,NM,32.25
New York,0.0,0.0,2020/1/31,3952.0,1.9798228E7,4201533.0,43.299428,0.0,1063.1409412955466,15,3,0,82,0,NY,43.7
North Carolina,0.0,0.0,2020/1/31,2227.0,1.0052564E7,2115334.0,35.759573,0.0,949.8581050740908,12,2,0,86,0,NC,26.3125
North Dakota,0.0,0.0,2020/1/31,238.0,745475.0,151255.0,47.551493,0.0,635.5252100840336,9,3,0,86,2,ND,24.0
Ohio,0.0,0.0,2020/1/31,3314.0,1.1609756E7,2593757.0,40.417287,0.0,782.666566083283,10,2,0,88,0,OH,35.55
Oklahoma,0.0,0.0,2020/1/31,1064.0,3896251.0,800259.0,35.007752,0.0,752.1231203007519,9,2,0,89,0,OK,21.7
Oregon,0.0,0.0,2020/1/31,659.0,4025127.0,928932.0,43.804133,0.0,1409.608497723824,13,2,0,85,0,OR,27.46153846153846
Pennsylvania,0.0,0.0,2020/1/31,3169.0,1.2790505E7,3027054.0,41.203322,0.0,955.2079520353424,13,2,0,85,0,PA,41.30434782608695
South Carolina,0.0,0.0,2020/1/31,1225.0,4893444.0,1109892.0,33.836081,0.0,906.0342857142857,9,1,0,90,0,SC,35.25
South Dakota,0.0,0.0,2020/1/31,152.0,855444.0,186396.0,43.969515,0.0,1226.2894736842106,7,3,0,87,3,SD,33.57142857142857
Tennessee,0.0,0.0,2020/1/31,2209.0,6597381.0,1419659.0,35.517491,0.0,642.6704391127207,13,2,0,85,0,TN,41.0
Texas,0.0,0.0,2020/1/31,6199.0,2.7419612E7,4618463.0,31.968599,0.0,745.0335537989998,13,2,0,85,0,TX,31.52173913043478
Utah,0.0,0.0,2020/1/31,565.0,2993941.0,442482.0,39.32098,0.0,783.153982300885,9,1,0,90,0,UT,41.285714285714285
Vermont,0.0,0.0,2020/1/31,94.0,624636.0,156189.0,44.558803,0.0,1661.5851063829787,9,0,0,91,0,VT,41.0
Virginia,0.0,0.0,2020/1/31,1654.0,8365952.0,1685377.0,37.431573,0.0,1018.9703748488513,12,4,0,84,0,VA,47.142857142857146
Washington,1.0,0.0,2020/1/31,1265.0,7169967.0,1473729.0,47.751074,0.0,1165.003162055336,12,2,0,86,0,WA,23.238095238095237
West Virginia,0.0,0.0,2020/1/31,653.0,1836843.0,469300.0,38.597626,0.0,718.6830015313935,14,2,0,83,1,WV,31.166666666666668
Wisconsin,0.0,0.0,2020/1/31,1159.0,5763217.0,1267239.0,43.78444,0.0,1093.3899913718724,8,1,0,90,1,WI,40.63157894736842
Wyoming,0.0,0.0,2020/1/31,102.0,583200.0,123584.0,43.075968,0.0,1211.6078431372548,9,4,0,87,0,WY,38.25
Alabama,0.0,0.0,2020/2/1,1533.0,4850771.0,1065625.0,32.318231,0.0,695.1239399869537,18,2,0,78,2,AL,20.0
Alaska,0.0,0.0,2020/2/1,119.0,738565.0,117047.0,63.588753,0.0,983.5882352941177,9,2,0,87,2,AK,23.666666666666668
Arizona,1.0,0.0,2020/2/1,1559.0,6809946.0,1502688.0,34.048928,0.0,963.879409878127,13,2,0,85,0,AZ,35.7
Arkansas,0.0,0.0,2020/2/1,732.0,2977944.0,655552.0,35.20105,0.0,895.5628415300547,12,1,0,86,1,AR,25.571428571428573
California,3.0,0.0,2020/2/1,7338.0,3.8982847E7,7292299.0,36.778261,0.0,993.7720087217225,16,3,0,81,0,CA,53.516129032258064
Colorado,0.0,0.0,2020/2/1,1597.0,5436519.0,1031196.0,39.550051,0.0,645.7082028804008,12,2,0,85,1,CO,35.6
Connecticut,0.0,0.0,2020/2/1,674.0,3594478.0,805545.0,41.603221,0.0,1195.1706231454007,11,3,0,85,1,CT,53.0
Delaware,0.0,0.0,2020/2/1,186.0,943732.0,220732.0,38.910832,0.0,1186.731182795699,11,5,0,84,0,DE,36.0
Florida,0.0,0.0,2020/2/1,5604.0,2.0278447E7,5200132.0,27.664827,0.0,927.9321912919344,14,2,0,84,0,FL,31.35
Georgia,0.0,0.0,2020/2/1,2508.0,1.0201635E7,1863154.0,32.157435,0.0,742.884370015949,13,2,0,84,1,GA,24.214285714285715
Hawaii,0.0,0.0,2020/2/1,201.0,1421658.0,326878.0,19.898682,0.0,1626.2587064676618,20,5,0,75,0,HI,27.666666666666668
Idaho,0.0,0.0,2020/2/1,314.0,1657375.0,342148.0,44.068202,0.0,1089.6433121019109,11,5,0,83,1,ID,27.7
Illinois,2.0,0.0,2020/2/1,3144.0,1.2854526E7,2614633.0,40.633125,0.0,831.6262722646311,13,2,0,85,0,IL,41.0
Indiana,0.0,0.0,2020/2/1,1861.0,6614418.0,1369219.0,40.551217,0.0,735.7436861902203,12,2,0,86,0,IN,37.0
Iowa,0.0,0.0,2020/2/1,545.0,3118102.0,698176.0,41.878003,0.0,1281.056880733945,15,4,0,79,2,IA,41.375
Kansas,0.0,0.0,2020/2/1,767.0,2903820.0,600412.0,39.011902,0.0,782.8057366362451,13,1,0,86,0,KS,39.75
Kentucky,0.0,0.0,2020/2/1,1392.0,4424376.0,947950.0,37.839333,0.0,680.9985632183908,14,2,0,83,1,KY,32.5
Louisiana,0.0,0.0,2020/2/1,1289.0,4663461.0,936828.0,31.244823,0.0,726.7866563227308,17,2,0,81,0,LA,36.57142857142857
Maine,0.0,0.0,2020/2/1,256.0,1330158.0,348777.0,45.253783,0.0,1362.41015625,13,2,0,85,0,ME,38.0
Maryland,0.0,0.0,2020/2/1,1134.0,5996079.0,1211919.0,39.045755,0.0,1068.7116402116403,15,2,0,82,1,MD,58.0
Massachusetts,1.0,0.0,2020/2/1,1326.0,6789319.0,1471985.0,42.407211,0.0,1110.0942684766214,12,2,0,86,0,MA,55.333333333333336
Michigan,0.0,0.0,2020/2/1,2423.0,9925568.0,2227519.0,44.314844,0.0,919.3227404044572,15,3,0,82,0,MI,28.4375
Minnesota,0.0,0.0,2020/2/1,1171.0,5490726.0,1140063.0,46.729553,0.0,973.5807002561913,13,2,0,85,0,MN,25.5
Mississippi,0.0,0.0,2020/2/1,824.0,2986220.0,614864.0,32.354668,0.0,746.1941747572815,12,6,0,82,0,MS,26.333333333333332
Missouri,0.0,0.0,2020/2/1,1888.0,6075300.0,1333838.0,37.964253,0.0,706.4819915254237,10,2,0,88,0,MO,9.285714285714286
Montana,0.0,0.0,2020/2/1,165.0,1029862.0,250486.0,46.879682,0.0,1518.0969696969696,9,6,0,84,1,MT,18.142857142857142
Nebraska,0.0,0.0,2020/2/1,440.0,1893921.0,391359.0,41.492537,0.0,889.4522727272728,8,4,0,88,0,NE,4.0
Nevada,0.0,0.0,2020/2/1,900.0,2887725.0,589328.0,38.80261,0.0,654.8088888888889,14,4,0,82,0,NV,42.0
New Hampshire,0.0,0.0,2020/2/1,242.0,1331848.0,312572.0,43.193852,0.0,1291.6198347107438,11,2,0,86,1,NH,24.0
New Jersey,0.0,0.0,2020/2/1,1822.0,8960161.0,1892597.0,40.058324,0.0,1038.7469813391876,14,3,0,83,0,NJ,38.75
New Mexico,0.0,0.0,2020/2/1,340.0,2084828.0,459775.0,34.97273,0.0,1352.2794117647059,11,2,0,87,0,NM,31.75
New York,0.0,0.0,2020/2/1,3952.0,1.9798228E7,4201533.0,43.299428,0.0,1063.1409412955466,16,2,0,82,0,NY,41.9
North Carolina,0.0,0.0,2020/2/1,2227.0,1.0052564E7,2115334.0,35.759573,0.0,949.8581050740908,14,1,0,85,0,NC,19.25
North Dakota,0.0,0.0,2020/2/1,238.0,745475.0,151255.0,47.551493,0.0,635.5252100840336,11,0,0,85,4,ND,26.5
Ohio,0.0,0.0,2020/2/1,3314.0,1.1609756E7,2593757.0,40.417287,0.0,782.666566083283,11,1,0,87,1,OH,25.75
Oklahoma,0.0,0.0,2020/2/1,1064.0,3896251.0,800259.0,35.007752,0.0,752.1231203007519,15,3,0,81,1,OK,19.9
Oregon,0.0,0.0,2020/2/1,659.0,4025127.0,928932.0,43.804133,0.0,1409.608497723824,11,1,0,88,0,OR,18.384615384615383
Pennsylvania,0.0,0.0,2020/2/1,3169.0,1.2790505E7,3027054.0,41.203322,0.0,955.2079520353424,13,3,0,84,0,PA,48.391304347826086
South Carolina,0.0,0.0,2020/2/1,1225.0,4893444.0,1109892.0,33.836081,0.0,906.0342857142857,14,2,0,84,0,SC,28.625
South Dakota,0.0,0.0,2020/2/1,152.0,855444.0,186396.0,43.969515,0.0,1226.2894736842106,7,5,0,83,5,SD,26.571428571428573
Tennessee,0.0,0.0,2020/2/1,2209.0,6597381.0,1419659.0,35.517491,0.0,642.6704391127207,18,2,0,79,1,TN,30.333333333333332
Texas,0.0,0.0,2020/2/1,6199.0,2.7419612E7,4618463.0,31.968599,0.0,745.0335537989998,14,3,0,83,0,TX,34.21739130434783
Utah,0.0,0.0,2020/2/1,565.0,2993941.0,442482.0,39.32098,0.0,783.153982300885,8,1,0,91,0,UT,42.142857142857146
Vermont,0.0,0.0,2020/2/1,94.0,624636.0,156189.0,44.558803,0.0,1661.5851063829787,12,2,0,86,0,VT,58.8
Virginia,0.0,0.0,2020/2/1,1654.0,8365952.0,1685377.0,37.431573,0.0,1018.9703748488513,14,3,0,82,1,VA,28.0
Washington,1.0,0.0,2020/2/1,1265.0,7169967.0,1473729.0,47.751074,0.0,1165.003162055336,15,2,0,83,0,WA,15.047619047619047
West Virginia,0.0,0.0,2020/2/1,653.0,1836843.0,469300.0,38.597626,0.0,718.6830015313935,14,2,0,84,0,WV,37.333333333333336
Wisconsin,0.0,0.0,2020/2/1,1159.0,5763217.0,1267239.0,43.78444,0.0,1093.3899913718724,10,1,0,88,1,WI,30.36842105263158
Wyoming,0.0,0.0,2020/2/1,102.0,583200.0,123584.0,43.075968,0.0,1211.6078431372548,7,0,0,89,4,WY,44.375
Alabama,0.0,0.0,2020/2/2,1533.0,4850771.0,1065625.0,32.318231,0.0,695.1239399869537,16,3,0,80,1,AL,17.1
Alaska,0.0,0.0,2020/2/2,119.0,738565.0,117047.0,63.588753,0.0,983.5882352941177,11,3,0,83,3,AK,16.0
Arizona,1.0,0.0,2020/2/2,1559.0,6809946.0,1502688.0,34.048928,0.0,963.879409878127,15,3,0,81,1,AZ,42.8
Arkansas,0.0,0.0,2020/2/2,732.0,2977944.0,655552.0,35.20105,0.0,895.5628415300547,12,1,0,86,1,AR,28.714285714285715
California,3.0,0.0,2020/2/2,7338.0,3.8982847E7,7292299.0,36.778261,0.0,993.7720087217225,15,3,0,81,1,CA,42.58064516129032
Colorado,0.0,0.0,2020/2/2,1597.0,5436519.0,1031196.0,39.550051,0.0,645.7082028804008,14,2,0,83,1,CO,39.5
Connecticut,0.0,0.0,2020/2/2,674.0,3594478.0,805545.0,41.603221,0.0,1195.1706231454007,14,2,0,84,0,CT,49.333333333333336
Delaware,0.0,0.0,2020/2/2,186.0,943732.0,220732.0,38.910832,0.0,1186.731182795699,15,2,0,83,0,DE,35.0
Florida,0.0,0.0,2020/2/2,5604.0,2.0278447E7,5200132.0,27.664827,0.0,927.9321912919344,14,3,0,83,0,FL,36.05
Georgia,0.0,0.0,2020/2/2,2508.0,1.0201635E7,1863154.0,32.157435,0.0,742.884370015949,16,2,0,81,1,GA,17.5
Hawaii,0.0,0.0,2020/2/2,201.0,1421658.0,326878.0,19.898682,0.0,1626.2587064676618,15,5,0,80,0,HI,22.0
Idaho,0.0,0.0,2020/2/2,314.0,1657375.0,342148.0,44.068202,0.0,1089.6433121019109,8,2,0,87,3,ID,23.0
Illinois,2.0,0.0,2020/2/2,3144.0,1.2854526E7,2614633.0,40.633125,0.0,831.6262722646311,15,2,0,83,0,IL,22.416666666666668
Indiana,0.0,0.0,2020/2/2,1861.0,6614418.0,1369219.0,40.551217,0.0,735.7436861902203,15,2,0,83,0,IN,25.944444444444443
Iowa,0.0,0.0,2020/2/2,545.0,3118102.0,698176.0,41.878003,0.0,1281.056880733945,16,3,0,80,1,IA,19.375
Kansas,0.0,0.0,2020/2/2,767.0,2903820.0,600412.0,39.011902,0.0,782.8057366362451,15,0,0,85,0,KS,41.75
Kentucky,0.0,0.0,2020/2/2,1392.0,4424376.0,947950.0,37.839333,0.0,680.9985632183908,15,2,0,82,1,KY,16.375
Louisiana,0.0,0.0,2020/2/2,1289.0,4663461.0,936828.0,31.244823,0.0,726.7866563227308,19,2,0,78,1,LA,46.42857142857143
Maine,0.0,0.0,2020/2/2,256.0,1330158.0,348777.0,45.253783,0.0,1362.41015625,10,1,0,89,0,ME,21.0
Maryland,0.0,0.0,2020/2/2,1134.0,5996079.0,1211919.0,39.045755,0.0,1068.7116402116403,16,2,0,81,1,MD,47.333333333333336
Massachusetts,1.0,0.0,2020/2/2,1326.0,6789319.0,1471985.0,42.407211,0.0,1110.0942684766214,13,4,0,83,0,MA,48.833333333333336
Michigan,0.0,0.0,2020/2/2,2423.0,9925568.0,2227519.0,44.314844,0.0,919.3227404044572,13,1,0,85,1,MI,21.125
Minnesota,0.0,0.0,2020/2/2,1171.0,5490726.0,1140063.0,46.729553,0.0,973.5807002561913,12,2,0,86,0,MN,16.5
Mississippi,0.0,0.0,2020/2/2,824.0,2986220.0,614864.0,32.354668,0.0,746.1941747572815,13,3,0,84,0,MS,21.833333333333332
Missouri,0.0,0.0,2020/2/2,1888.0,6075300.0,1333838.0,37.964253,0.0,706.4819915254237,15,1,0,84,0,MO,8.428571428571429
Montana,0.0,0.0,2020/2/2,165.0,1029862.0,250486.0,46.879682,0.0,1518.0969696969696,13,2,0,83,2,MT,23.0
Nebraska,0.0,0.0,2020/2/2,440.0,1893921.0,391359.0,41.492537,0.0,889.4522727272728,11,2,0,87,0,NE,4.0
Nevada,0.0,0.0,2020/2/2,900.0,2887725.0,589328.0,38.80261,0.0,654.8088888888889,17,5,0,78,0,NV,42.5
New Hampshire,0.0,0.0,2020/2/2,242.0,1331848.0,312572.0,43.193852,0.0,1291.6198347107438,14,3,0,82,1,NH,25.6
New Jersey,0.0,0.0,2020/2/2,1822.0,8960161.0,1892597.0,40.058324,0.0,1038.7469813391876,14,2,0,84,0,NJ,57.0
New Mexico,0.0,0.0,2020/2/2,340.0,2084828.0,459775.0,34.97273,0.0,1352.2794117647059,13,1,0,85,1,NM,31.75
New York,0.0,0.0,2020/2/2,3952.0,1.9798228E7,4201533.0,43.299428,0.0,1063.1409412955466,14,3,0,83,0,NY,33.0
North Carolina,0.0,0.0,2020/2/2,2227.0,1.0052564E7,2115334.0,35.759573,0.0,949.8581050740908,14,2,0,84,0,NC,14.5625
North Dakota,0.0,0.0,2020/2/2,238.0,745475.0,151255.0,47.551493,0.0,635.5252100840336,9,0,0,91,0,ND,25.75
Ohio,0.0,0.0,2020/2/2,3314.0,1.1609756E7,2593757.0,40.417287,0.0,782.666566083283,15,2,0,83,0,OH,15.05
Oklahoma,0.0,0.0,2020/2/2,1064.0,3896251.0,800259.0,35.007752,0.0,752.1231203007519,12,2,0,84,2,OK,19.8
Oregon,0.0,0.0,2020/2/2,659.0,4025127.0,928932.0,43.804133,0.0,1409.608497723824,11,1,0,87,1,OR,17.692307692307693
Pennsylvania,0.0,0.0,2020/2/2,3169.0,1.2790505E7,3027054.0,41.203322,0.0,955.2079520353424,14,2,0,84,0,PA,33.78260869565217
South Carolina,0.0,0.0,2020/2/2,1225.0,4893444.0,1109892.0,33.836081,0.0,906.0342857142857,14,2,0,84,0,SC,28.75
South Dakota,0.0,0.0,2020/2/2,152.0,855444.0,186396.0,43.969515,0.0,1226.2894736842106,15,4,0,81,0,SD,28.142857142857142
Tennessee,0.0,0.0,2020/2/2,2209.0,6597381.0,1419659.0,35.517491,0.0,642.6704391127207,15,3,0,82,0,TN,19.0
Texas,0.0,0.0,2020/2/2,6199.0,2.7419612E7,4618463.0,31.968599,0.0,745.0335537989998,16,2,0,82,0,TX,38.43478260869565
Utah,0.0,0.0,2020/2/2,565.0,2993941.0,442482.0,39.32098,0.0,783.153982300885,12,2,0,86,0,UT,42.57142857142857
Vermont,0.0,0.0,2020/2/2,94.0,624636.0,156189.0,44.558803,0.0,1661.5851063829787,10,6,0,84,0,VT,51.6
Virginia,0.0,0.0,2020/2/2,1654.0,8365952.0,1685377.0,37.431573,0.0,1018.9703748488513,15,2,0,82,1,VA,16.714285714285715
Washington,1.0,0.0,2020/2/2,1265.0,7169967.0,1473729.0,47.751074,0.0,1165.003162055336,13,3,0,84,0,WA,24.047619047619047
West Virginia,0.0,0.0,2020/2/2,653.0,1836843.0,469300.0,38.597626,0.0,718.6830015313935,16,2,0,79,3,WV,19.0
Wisconsin,0.0,0.0,2020/2/2,1159.0,5763217.0,1267239.0,43.78444,0.0,1093.3899913718724,12,2,0,86,0,WI,17.157894736842106
Wyoming,0.0,0.0,2020/2/2,102.0,583200.0,123584.0,43.075968,0.0,1211.6078431372548,11,6,0,78,5,WY,45.75
Alabama,0.0,0.0,2020/2/3,1533.0,4850771.0,1065625.0,32.318231,0.0,695.1239399869537,19,4,0,77,0,AL,22.3
Alaska,0.0,0.0,2020/2/3,119.0,738565.0,117047.0,63.588753,0.0,983.5882352941177,7,3,0,84,6,AK,10.0
Arizona,1.0,0.0,2020/2/3,1559.0,6809946.0,1502688.0,34.048928,0.0,963.879409878127,14,3,0,82,1,AZ,49.8
Arkansas,0.0,0.0,2020/2/3,732.0,2977944.0,655552.0,35.20105,0.0,895.5628415300547,13,4,0,83,0,AR,34.285714285714285
California,6.0,0.0,2020/2/3,7338.0,3.8982847E7,7292299.0,36.778261,0.0,993.7720087217225,16,2,0,81,1,CA,35.064516129032256
Colorado,0.0,0.0,2020/2/3,1597.0,5436519.0,1031196.0,39.550051,0.0,645.7082028804008,14,2,0,84,0,CO,32.2
Connecticut,0.0,0.0,2020/2/3,674.0,3594478.0,805545.0,41.603221,0.0,1195.1706231454007,16,1,0,83,0,CT,41.0
Delaware,0.0,0.0,2020/2/3,186.0,943732.0,220732.0,38.910832,0.0,1186.731182795699,19,2,0,79,0,DE,33.0
Florida,0.0,0.0,2020/2/3,5604.0,2.0278447E7,5200132.0,27.664827,0.0,927.9321912919344,15,2,0,83,0,FL,43.0
Georgia,0.0,0.0,2020/2/3,2508.0,1.0201635E7,1863154.0,32.157435,0.0,742.884370015949,15,1,0,83,1,GA,25.571428571428573
Hawaii,0.0,0.0,2020/2/3,201.0,1421658.0,326878.0,19.898682,0.0,1626.2587064676618,15,2,0,83,0,HI,21.333333333333332
