Province_State,confirmed,deaths,Date,ICU_Beds,Total_Population,Population_Aged_60_plus,usa_state_latitude,Mortality_Rate,Residents_Aged_60_plus_Per_Each_ICU_Bed,mask,face mask,covid-19,coronavirus,sanitizer,usa_state_code,Air_value_avg_perday
Idaho,23.0,0.0,2020/3/19,314.0,1657375.0,342148.0,44.068202,0.0,1089.6433121019109,2,0,5,91,2,ID,26.8
Illinois,422.0,4.0,2020/3/19,3144.0,1.2854526E7,2614633.0,40.633125,0.009478672985781991,831.6262722646311,3,0,5,90,2,IL,24.916666666666668
Indiana,60.0,2.0,2020/3/19,1861.0,6614418.0,1369219.0,40.551217,0.03333333333333333,735.7436861902203,3,1,5,90,1,IN,26.38888888888889
Iowa,44.0,0.0,2020/3/19,545.0,3118102.0,698176.0,41.878003,0.0,1281.056880733945,3,0,6,89,2,IA,25.375
Kansas,35.0,1.0,2020/3/19,767.0,2903820.0,600412.0,39.011902,0.02857142857142857,782.8057366362451,3,0,5,90,2,KS,34.75
Kentucky,50.0,2.0,2020/3/19,1392.0,4424376.0,947950.0,37.839333,0.04,680.9985632183908,3,1,4,90,2,KY,32.5
Louisiana,392.0,10.0,2020/3/19,1289.0,4663461.0,936828.0,31.244823,0.025510204081632654,726.7866563227308,3,1,4,90,2,LA,41.285714285714285
Maine,52.0,0.0,2020/3/19,256.0,1330158.0,348777.0,45.253783,0.0,1362.41015625,3,0,6,90,1,ME,24.0
Maryland,107.0,1.0,2020/3/19,1134.0,5996079.0,1211919.0,39.045755,0.009345794392523364,1068.7116402116403,3,1,4,90,2,MD,48.0
Massachusetts,328.0,0.0,2020/3/19,1326.0,6789319.0,1471985.0,42.407211,0.0,1110.0942684766214,4,1,4,89,2,MA,38.166666666666664
Michigan,259.0,1.0,2020/3/19,2423.0,9925568.0,2227519.0,44.314844,0.003861003861003861,919.3227404044572,3,1,4,90,2,MI,36.6875
Minnesota,89.0,0.0,2020/3/19,1171.0,5490726.0,1140063.0,46.729553,0.0,973.5807002561913,2,0,7,89,2,MN,34.25
Mississippi,50.0,1.0,2020/3/19,824.0,2986220.0,614864.0,32.354668,0.02,746.1941747572815,3,0,5,90,2,MS,37.5
Missouri,39.0,1.0,2020/3/19,1888.0,6075300.0,1333838.0,37.964253,0.02564102564102564,706.4819915254237,4,0,5,89,2,MO,27.571428571428573
Montana,11.0,0.0,2020/3/19,165.0,1029862.0,250486.0,46.879682,0.0,1518.0969696969696,3,0,6,90,1,MT,36.0
Nebraska,29.0,0.0,2020/3/19,440.0,1893921.0,391359.0,41.492537,0.0,889.4522727272728,3,0,5,89,3,NE,17.0
Nevada,95.0,1.0,2020/3/19,900.0,2887725.0,589328.0,38.80261,0.010526315789473684,654.8088888888889,4,0,4,90,2,NV,36.833333333333336
New Hampshire,42.0,0.0,2020/3/19,242.0,1331848.0,312572.0,43.193852,0.0,1291.6198347107438,4,1,6,87,2,NH,37.0
New Jersey,741.0,9.0,2020/3/19,1822.0,8960161.0,1892597.0,40.058324,0.012145748987854251,1038.7469813391876,4,1,3,90,2,NJ,32.0
New Mexico,35.0,0.0,2020/3/19,340.0,2084828.0,459775.0,34.97273,0.0,1352.2794117647059,3,0,4,91,2,NM,41.5
New York,5704.0,38.0,2020/3/19,3952.0,1.9798228E7,4201533.0,43.299428,0.006661991584852735,1063.1409412955466,4,1,3,90,2,NY,24.1
North Carolina,136.0,0.0,2020/3/19,2227.0,1.0052564E7,2115334.0,35.759573,0.0,949.8581050740908,3,0,4,91,2,NC,40.5625
North Dakota,19.0,0.0,2020/3/19,238.0,745475.0,151255.0,47.551493,0.0,635.5252100840336,2,0,5,92,1,ND,25.75
Ohio,119.0,0.0,2020/3/19,3314.0,1.1609756E7,2593757.0,40.417287,0.0,782.666566083283,3,0,4,91,2,OH,23.45
Oklahoma,44.0,1.0,2020/3/19,1064.0,3896251.0,800259.0,35.007752,0.022727272727272728,752.1231203007519,4,1,5,88,2,OK,30.5
Oregon,88.0,3.0,2020/3/19,659.0,4025127.0,928932.0,43.804133,0.03409090909090909,1409.608497723824,3,1,5,89,2,OR,33.61538461538461
Pennsylvania,206.0,1.0,2020/3/19,3169.0,1.2790505E7,3027054.0,41.203322,0.0048543689320388345,955.2079520353424,3,0,4,91,2,PA,31.695652173913043
South Carolina,80.0,1.0,2020/3/19,1225.0,4893444.0,1109892.0,33.836081,0.0125,906.0342857142857,2,0,5,90,3,SC,41.0
South Dakota,14.0,1.0,2020/3/19,152.0,855444.0,186396.0,43.969515,0.07142857142857142,1226.2894736842106,3,0,6,87,4,SD,28.571428571428573
Tennessee,154.0,0.0,2020/3/19,2209.0,6597381.0,1419659.0,35.517491,0.0,642.6704391127207,3,0,5,90,2,TN,35.333333333333336
Texas,306.0,5.0,2020/3/19,6199.0,2.7419612E7,4618463.0,31.968599,0.016339869281045753,745.0335537989998,4,0,4,89,3,TX,43.91304347826087
Utah,62.0,0.0,2020/3/19,565.0,2993941.0,442482.0,39.32098,0.0,783.153982300885,3,0,5,90,2,UT,38.714285714285715
Vermont,22.0,2.0,2020/3/19,94.0,624636.0,156189.0,44.558803,0.09090909090909091,1661.5851063829787,4,0,6,87,3,VT,39.8
Virginia,103.0,2.0,2020/3/19,1654.0,8365952.0,1685377.0,37.431573,0.019417475728155338,1018.9703748488513,3,0,5,90,2,VA,32.714285714285715
Washington,1374.0,73.0,2020/3/19,1265.0,7169967.0,1473729.0,47.751074,0.05312954876273653,1165.003162055336,4,1,5,88,2,WA,40.142857142857146
West Virginia,2.0,0.0,2020/3/19,653.0,1836843.0,469300.0,38.597626,0.0,718.6830015313935,3,1,4,90,2,WV,35.333333333333336
Wisconsin,159.0,4.0,2020/3/19,1159.0,5763217.0,1267239.0,43.78444,0.025157232704402517,1093.3899913718724,3,0,5,90,2,WI,36.421052631578945
Wyoming,18.0,0.0,2020/3/19,102.0,583200.0,123584.0,43.075968,0.0,1211.6078431372548,1,0,5,92,2,WY,35.375
Alabama,106.0,0.0,2020/3/20,1533.0,4850771.0,1065625.0,32.318231,0.0,695.1239399869537,4,1,4,89,2,AL,34.1
Alaska,11.0,0.0,2020/3/20,119.0,738565.0,117047.0,63.588753,0.0,983.5882352941177,5,1,7,85,2,AK,29.0
Arizona,68.0,0.0,2020/3/20,1559.0,6809946.0,1502688.0,34.048928,0.0,963.879409878127,3,1,4,90,2,AZ,38.9
Arkansas,100.0,0.0,2020/3/20,732.0,2977944.0,655552.0,35.20105,0.0,895.5628415300547,4,1,6,87,2,AR,20.428571428571427
California,1243.0,24.0,2020/3/20,7338.0,3.8982847E7,7292299.0,36.778261,0.019308125502815767,993.7720087217225,5,1,4,88,2,CA,39.29032258064516
Colorado,363.0,4.0,2020/3/20,1597.0,5436519.0,1031196.0,39.550051,0.011019283746556474,645.7082028804008,4,1,5,89,1,CO,29.0
Connecticut,194.0,4.0,2020/3/20,674.0,3594478.0,805545.0,41.603221,0.020618556701030927,1195.1706231454007,4,1,3,90,2,CT,42.0
Delaware,39.0,0.0,2020/3/20,186.0,943732.0,220732.0,38.910832,0.0,1186.731182795699,3,1,5,87,4,DE,53.5
Florida,564.0,11.0,2020/3/20,5604.0,2.0278447E7,5200132.0,27.664827,0.01950354609929078,927.9321912919344,4,1,3,90,2,FL,36.95
Georgia,485.0,14.0,2020/3/20,2508.0,1.0201635E7,1863154.0,32.157435,0.0288659793814433,742.884370015949,4,1,4,89,2,GA,45.642857142857146
Hawaii,36.0,0.0,2020/3/20,201.0,1421658.0,326878.0,19.898682,0.0,1626.2587064676618,6,1,5,85,3,HI,18.333333333333332
Idaho,36.0,0.0,2020/3/20,314.0,1657375.0,342148.0,44.068202,0.0,1089.6433121019109,3,1,5,90,1,ID,26.9
Illinois,585.0,5.0,2020/3/20,3144.0,1.2854526E7,2614633.0,40.633125,0.008547008547008548,831.6262722646311,4,1,4,89,2,IL,25.583333333333332
Indiana,86.0,3.0,2020/3/20,1861.0,6614418.0,1369219.0,40.551217,0.03488372093023256,735.7436861902203,5,1,5,88,1,IN,22.5
Iowa,45.0,0.0,2020/3/20,545.0,3118102.0,698176.0,41.878003,0.0,1281.056880733945,5,1,5,87,2,IA,25.125
Kansas,48.0,1.0,2020/3/20,767.0,2903820.0,600412.0,39.011902,0.020833333333333332,782.8057366362451,3,1,4,90,2,KS,35.0
Kentucky,64.0,2.0,2020/3/20,1392.0,4424376.0,947950.0,37.839333,0.03125,680.9985632183908,4,1,5,88,2,KY,29.0
Louisiana,537.0,14.0,2020/3/20,1289.0,4663461.0,936828.0,31.244823,0.0260707635009311,726.7866563227308,5,1,4,88,2,LA,36.857142857142854
Maine,56.0,0.0,2020/3/20,256.0,1330158.0,348777.0,45.253783,0.0,1362.41015625,5,1,4,88,2,ME,17.75
Maryland,149.0,2.0,2020/3/20,1134.0,5996079.0,1211919.0,39.045755,0.013422818791946308,1068.7116402116403,4,1,3,90,2,MD,47.333333333333336
Massachusetts,413.0,1.0,2020/3/20,1326.0,6789319.0,1471985.0,42.407211,0.002421307506053269,1110.0942684766214,6,1,4,87,2,MA,38.0
Michigan,402.0,1.0,2020/3/20,2423.0,9925568.0,2227519.0,44.314844,0.0024875621890547263,919.3227404044572,5,1,3,89,2,MI,31.25
Minnesota,113.0,0.0,2020/3/20,1171.0,5490726.0,1140063.0,46.729553,0.0,973.5807002561913,4,1,5,88,2,MN,32.0
Mississippi,80.0,1.0,2020/3/20,824.0,2986220.0,614864.0,32.354668,0.0125,746.1941747572815,5,1,5,87,2,MS,35.666666666666664
Missouri,73.0,3.0,2020/3/20,1888.0,6075300.0,1333838.0,37.964253,0.0410958904109589,706.4819915254237,4,1,5,88,2,MO,19.857142857142858
Montana,20.0,0.0,2020/3/20,165.0,1029862.0,250486.0,46.879682,0.0,1518.0969696969696,5,1,4,89,1,MT,40.714285714285715
Nebraska,37.0,0.0,2020/3/20,440.0,1893921.0,391359.0,41.492537,0.0,889.4522727272728,3,1,4,89,3,NE,20.5
Nevada,161.0,2.0,2020/3/20,900.0,2887725.0,589328.0,38.80261,0.012422360248447204,654.8088888888889,5,1,4,89,1,NV,38.0
New Hampshire,53.0,0.0,2020/3/20,242.0,1331848.0,312572.0,43.193852,0.0,1291.6198347107438,5,2,5,86,2,NH,36.0
New Jersey,890.0,11.0,2020/3/20,1822.0,8960161.0,1892597.0,40.058324,0.012359550561797753,1038.7469813391876,4,1,3,90,2,NJ,48.0
New Mexico,42.0,0.0,2020/3/20,340.0,2084828.0,459775.0,34.97273,0.0,1352.2794117647059,3,0,4,91,2,NM,34.75
New York,8403.0,46.0,2020/3/20,3952.0,1.9798228E7,4201533.0,43.299428,0.005474235392121861,1063.1409412955466,6,1,3,88,2,NY,26.2
North Carolina,189.0,0.0,2020/3/20,2227.0,1.0052564E7,2115334.0,35.759573,0.0,949.8581050740908,3,1,4,90,2,NC,41.625
North Dakota,26.0,0.0,2020/3/20,238.0,745475.0,151255.0,47.551493,0.0,635.5252100840336,3,0,3,92,2,ND,26.5
Ohio,173.0,3.0,2020/3/20,3314.0,1.1609756E7,2593757.0,40.417287,0.017341040462427744,782.666566083283,4,1,3,90,2,OH,25.65
Oklahoma,49.0,1.0,2020/3/20,1064.0,3896251.0,800259.0,35.007752,0.02040816326530612,752.1231203007519,6,1,6,84,3,OK,25.6
Oregon,114.0,3.0,2020/3/20,659.0,4025127.0,928932.0,43.804133,0.02631578947368421,1409.608497723824,5,2,5,87,1,OR,35.38461538461539
Pennsylvania,311.0,1.0,2020/3/20,3169.0,1.2790505E7,3027054.0,41.203322,0.003215434083601286,955.2079520353424,4,1,3,90,2,PA,37.391304347826086
South Carolina,126.0,3.0,2020/3/20,1225.0,4893444.0,1109892.0,33.836081,0.023809523809523808,906.0342857142857,4,0,5,89,2,SC,38.25
South Dakota,14.0,1.0,2020/3/20,152.0,855444.0,186396.0,43.969515,0.07142857142857142,1226.2894736842106,3,1,4,90,2,SD,26.285714285714285
Tennessee,223.0,1.0,2020/3/20,2209.0,6597381.0,1419659.0,35.517491,0.004484304932735426,642.6704391127207,4,1,4,89,2,TN,29.666666666666668
Texas,429.0,4.0,2020/3/20,6199.0,2.7419612E7,4618463.0,31.968599,0.009324009324009324,745.0335537989998,5,1,4,88,2,TX,28.217391304347824
Utah,95.0,0.0,2020/3/20,565.0,2993941.0,442482.0,39.32098,0.0,783.153982300885,4,1,5,88,2,UT,41.42857142857143
Vermont,29.0,2.0,2020/3/20,94.0,624636.0,156189.0,44.558803,0.06896551724137931,1661.5851063829787,5,2,6,85,2,VT,30.6
Virginia,123.0,2.0,2020/3/20,1654.0,8365952.0,1685377.0,37.431573,0.016260162601626018,1018.9703748488513,4,1,4,89,2,VA,33.857142857142854
Washington,1524.0,83.0,2020/3/20,1265.0,7169967.0,1473729.0,47.751074,0.05446194225721785,1165.003162055336,6,1,5,86,2,WA,36.76190476190476
West Virginia,8.0,0.0,2020/3/20,653.0,1836843.0,469300.0,38.597626,0.0,718.6830015313935,5,1,5,88,1,WV,38.833333333333336
Wisconsin,219.0,3.0,2020/3/20,1159.0,5763217.0,1267239.0,43.78444,0.0136986301369863,1093.3899913718724,3,1,5,89,2,WI,34.36842105263158
Wyoming,21.0,0.0,2020/3/20,102.0,583200.0,123584.0,43.075968,0.0,1211.6078431372548,4,1,4,89,2,WY,37.875
Alabama,131.0,0.0,2020/3/21,1533.0,4850771.0,1065625.0,32.318231,0.0,695.1239399869537,4,1,4,89,2,AL,27.4
Alaska,13.0,0.0,2020/3/21,119.0,738565.0,117047.0,63.588753,0.0,983.5882352941177,6,3,6,84,1,AK,24.666666666666668
Arizona,104.0,1.0,2020/3/21,1559.0,6809946.0,1502688.0,34.048928,0.009615384615384616,963.879409878127,5,1,4,88,2,AZ,41.5
Arkansas,122.0,0.0,2020/3/21,732.0,2977944.0,655552.0,35.20105,0.0,895.5628415300547,6,1,5,86,2,AR,18.857142857142858
California,1405.0,25.0,2020/3/21,7338.0,3.8982847E7,7292299.0,36.778261,0.017793594306049824,993.7720087217225,6,1,4,87,2,CA,40.41935483870968
Colorado,475.0,6.0,2020/3/21,1597.0,5436519.0,1031196.0,39.550051,0.01263157894736842,645.7082028804008,5,1,5,87,2,CO,38.9
Connecticut,194.0,4.0,2020/3/21,674.0,3594478.0,805545.0,41.603221,0.020618556701030927,1195.1706231454007,5,1,3,89,2,CT,41.0
Delaware,45.0,0.0,2020/3/21,186.0,943732.0,220732.0,38.910832,0.0,1186.731182795699,3,0,3,90,4,DE,34.5
Florida,763.0,13.0,2020/3/21,5604.0,2.0278447E7,5200132.0,27.664827,0.01703800786369594,927.9321912919344,4,1,3,90,2,FL,35.1
Georgia,555.0,20.0,2020/3/21,2508.0,1.0201635E7,1863154.0,32.157435,0.036036036036036036,742.884370015949,5,1,4,88,2,GA,30.857142857142858
Hawaii,36.0,0.0,2020/3/21,201.0,1421658.0,326878.0,19.898682,0.0,1626.2587064676618,6,2,6,84,2,HI,19.333333333333332
Idaho,42.0,0.0,2020/3/21,314.0,1657375.0,342148.0,44.068202,0.0,1089.6433121019109,3,1,4,91,1,ID,28.2
Illinois,753.0,6.0,2020/3/21,3144.0,1.2854526E7,2614633.0,40.633125,0.00796812749003984,831.6262722646311,6,1,4,87,2,IL,30.916666666666668
Indiana,128.0,4.0,2020/3/21,1861.0,6614418.0,1369219.0,40.551217,0.03125,735.7436861902203,6,1,4,88,1,IN,25.5
Iowa,69.0,0.0,2020/3/21,545.0,3118102.0,698176.0,41.878003,0.0,1281.056880733945,6,2,5,85,2,IA,28.25
Kansas,57.0,2.0,2020/3/21,767.0,2903820.0,600412.0,39.011902,0.03508771929824561,782.8057366362451,5,1,4,88,2,KS,39.25
Kentucky,87.0,3.0,2020/3/21,1392.0,4424376.0,947950.0,37.839333,0.034482758620689655,680.9985632183908,5,1,5,87,2,KY,28.5
Louisiana,763.0,20.0,2020/3/21,1289.0,4663461.0,936828.0,31.244823,0.02621231979030144,726.7866563227308,6,2,4,86,2,LA,25.714285714285715
Maine,70.0,0.0,2020/3/21,256.0,1330158.0,348777.0,45.253783,0.0,1362.41015625,5,2,4,87,2,ME,30.0
Maryland,193.0,2.0,2020/3/21,1134.0,5996079.0,1211919.0,39.045755,0.010362694300518135,1068.7116402116403,5,1,3,89,2,MD,37.333333333333336
Massachusetts,523.0,1.0,2020/3/21,1326.0,6789319.0,1471985.0,42.407211,0.0019120458891013384,1110.0942684766214,6,2,3,86,3,MA,33.5
Michigan,540.0,3.0,2020/3/21,2423.0,9925568.0,2227519.0,44.314844,0.005555555555555556,919.3227404044572,6,1,3,88,2,MI,32.625
Minnesota,134.0,1.0,2020/3/21,1171.0,5490726.0,1140063.0,46.729553,0.007462686567164179,973.5807002561913,4,1,5,88,2,MN,33.25
Mississippi,140.0,1.0,2020/3/21,824.0,2986220.0,614864.0,32.354668,0.007142857142857143,746.1941747572815,5,2,4,86,3,MS,29.5
Missouri,81.0,3.0,2020/3/21,1888.0,6075300.0,1333838.0,37.964253,0.037037037037037035,706.4819915254237,4,1,5,88,2,MO,30.857142857142858
Montana,27.0,0.0,2020/3/21,165.0,1029862.0,250486.0,46.879682,0.0,1518.0969696969696,5,2,4,87,2,MT,40.142857142857146
Nebraska,38.0,0.0,2020/3/21,440.0,1893921.0,391359.0,41.492537,0.0,889.4522727272728,4,1,5,86,4,NE,25.5
Nevada,161.0,2.0,2020/3/21,900.0,2887725.0,589328.0,38.80261,0.012422360248447204,654.8088888888889,5,1,3,89,2,NV,40.166666666666664
New Hampshire,61.0,0.0,2020/3/21,242.0,1331848.0,312572.0,43.193852,0.0,1291.6198347107438,6,2,4,86,2,NH,39.6
New Jersey,1327.0,16.0,2020/3/21,1822.0,8960161.0,1892597.0,40.058324,0.012057272042200452,1038.7469813391876,5,1,3,89,2,NJ,36.75
New Mexico,55.0,0.0,2020/3/21,340.0,2084828.0,459775.0,34.97273,0.0,1352.2794117647059,5,1,4,88,2,NM,34.375
New York,11727.0,60.0,2020/3/21,3952.0,1.9798228E7,4201533.0,43.299428,0.005116398055768739,1063.1409412955466,7,1,3,87,2,NY,28.7
North Carolina,256.0,0.0,2020/3/21,2227.0,1.0052564E7,2115334.0,35.759573,0.0,949.8581050740908,4,1,4,89,2,NC,32.5
North Dakota,28.0,0.0,2020/3/21,238.0,745475.0,151255.0,47.551493,0.0,635.5252100840336,3,1,3,91,2,ND,24.5
Ohio,247.0,3.0,2020/3/21,3314.0,1.1609756E7,2593757.0,40.417287,0.012145748987854251,782.666566083283,4,1,3,90,2,OH,27.1
Oklahoma,53.0,1.0,2020/3/21,1064.0,3896251.0,800259.0,35.007752,0.018867924528301886,752.1231203007519,6,1,5,86,2,OK,29.2
Oregon,137.0,4.0,2020/3/21,659.0,4025127.0,928932.0,43.804133,0.029197080291970802,1409.608497723824,5,2,4,87,2,OR,32.38461538461539
Pennsylvania,399.0,2.0,2020/3/21,3169.0,1.2790505E7,3027054.0,41.203322,0.005012531328320802,955.2079520353424,5,1,3,89,2,PA,34.130434782608695
South Carolina,174.0,3.0,2020/3/21,1225.0,4893444.0,1109892.0,33.836081,0.017241379310344827,906.0342857142857,4,1,3,90,2,SC,37.375
South Dakota,14.0,1.0,2020/3/21,152.0,855444.0,186396.0,43.969515,0.07142857142857142,1226.2894736842106,6,1,3,88,2,SD,29.285714285714285
Tennessee,304.0,1.0,2020/3/21,2209.0,6597381.0,1419659.0,35.517491,0.003289473684210526,642.6704391127207,5,1,4,88,2,TN,20.444444444444443
Texas,582.0,5.0,2020/3/21,6199.0,2.7419612E7,4618463.0,31.968599,0.00859106529209622,745.0335537989998,6,1,4,87,2,TX,22.695652173913043
Utah,118.0,0.0,2020/3/21,565.0,2993941.0,442482.0,39.32098,0.0,783.153982300885,4,1,5,87,3,UT,41.857142857142854
Vermont,49.0,2.0,2020/3/21,94.0,624636.0,156189.0,44.558803,0.04081632653061224,1661.5851063829787,5,2,5,86,2,VT,39.6
Virginia,157.0,3.0,2020/3/21,1654.0,8365952.0,1685377.0,37.431573,0.01910828025477707,1018.9703748488513,5,1,3,89,2,VA,24.714285714285715
Washington,1793.0,94.0,2020/3/21,1265.0,7169967.0,1473729.0,47.751074,0.05242610150585611,1165.003162055336,6,1,5,86,2,WA,35.714285714285715
West Virginia,12.0,0.0,2020/3/21,653.0,1836843.0,469300.0,38.597626,0.0,718.6830015313935,6,1,4,87,2,WV,32.333333333333336
Wisconsin,282.0,4.0,2020/3/21,1159.0,5763217.0,1267239.0,43.78444,0.014184397163120567,1093.3899913718724,4,1,5,88,2,WI,37.10526315789474
Wyoming,23.0,0.0,2020/3/21,102.0,583200.0,123584.0,43.075968,0.0,1211.6078431372548,3,1,6,88,2,WY,44.625
Alabama,157.0,0.0,2020/3/22,1533.0,4850771.0,1065625.0,32.318231,0.0,695.1239399869537,5,1,5,87,2,AL,29.3
Alaska,18.0,0.0,2020/3/22,119.0,738565.0,117047.0,63.588753,0.0,983.5882352941177,5,2,7,86,0,AK,8.333333333333334
Arizona,152.0,2.0,2020/3/22,1559.0,6809946.0,1502688.0,34.048928,0.013157894736842105,963.879409878127,4,1,4,89,2,AZ,42.8
Arkansas,165.0,0.0,2020/3/22,732.0,2977944.0,655552.0,35.20105,0.0,895.5628415300547,5,1,5,87,2,AR,21.857142857142858
California,1646.0,30.0,2020/3/22,7338.0,3.8982847E7,7292299.0,36.778261,0.018226002430133656,993.7720087217225,6,1,5,86,2,CA,39.903225806451616
Colorado,591.0,6.0,2020/3/22,1597.0,5436519.0,1031196.0,39.550051,0.01015228426395939,645.7082028804008,4,1,5,88,2,CO,36.5
Connecticut,327.0,8.0,2020/3/22,674.0,3594478.0,805545.0,41.603221,0.024464831804281346,1195.1706231454007,5,1,4,88,2,CT,41.833333333333336
Delaware,56.0,0.0,2020/3/22,186.0,943732.0,220732.0,38.910832,0.0,1186.731182795699,5,1,4,87,3,DE,39.5
Florida,1004.0,13.0,2020/3/22,5604.0,2.0278447E7,5200132.0,27.664827,0.012948207171314742,927.9321912919344,4,1,3,90,2,FL,36.15
Georgia,621.0,25.0,2020/3/22,2508.0,1.0201635E7,1863154.0,32.157435,0.040257648953301126,742.884370015949,5,1,4,88,2,GA,32.642857142857146
Hawaii,53.0,0.0,2020/3/22,201.0,1421658.0,326878.0,19.898682,0.0,1626.2587064676618,6,2,6,84,2,HI,19.333333333333332
Idaho,42.0,0.0,2020/3/22,314.0,1657375.0,342148.0,44.068202,0.0,1089.6433121019109,3,1,4,90,2,ID,26.5
Illinois,1049.0,9.0,2020/3/22,3144.0,1.2854526E7,2614633.0,40.633125,0.008579599618684462,831.6262722646311,5,1,5,87,2,IL,30.666666666666668
Indiana,204.0,6.0,2020/3/22,1861.0,6614418.0,1369219.0,40.551217,0.029411764705882353,735.7436861902203,5,1,4,89,1,IN,33.888888888888886
Iowa,90.0,0.0,2020/3/22,545.0,3118102.0,698176.0,41.878003,0.0,1281.056880733945,6,1,6,85,2,IA,37.625
Kansas,65.0,2.0,2020/3/22,767.0,2903820.0,600412.0,39.011902,0.03076923076923077,782.8057366362451,6,1,5,86,2,KS,30.5
Kentucky,103.0,3.0,2020/3/22,1392.0,4424376.0,947950.0,37.839333,0.02912621359223301,680.9985632183908,6,1,5,86,2,KY,28.375
Louisiana,837.0,20.0,2020/3/22,1289.0,4663461.0,936828.0,31.244823,0.023894862604540025,726.7866563227308,5,1,5,87,2,LA,31.428571428571427
Maine,89.0,0.0,2020/3/22,256.0,1330158.0,348777.0,45.253783,0.0,1362.41015625,5,2,5,86,2,ME,30.25
Maryland,244.0,3.0,2020/3/22,1134.0,5996079.0,1211919.0,39.045755,0.012295081967213115,1068.7116402116403,5,1,4,88,2,MD,40.333333333333336
Massachusetts,640.0,5.0,2020/3/22,1326.0,6789319.0,1471985.0,42.407211,0.0078125,1110.0942684766214,6,1,4,87,2,MA,33.666666666666664
Michigan,1035.0,9.0,2020/3/22,2423.0,9925568.0,2227519.0,44.314844,0.008695652173913044,919.3227404044572,5,1,3,89,2,MI,34.1875
Minnesota,167.0,1.0,2020/3/22,1171.0,5490726.0,1140063.0,46.729553,0.005988023952095809,973.5807002561913,4,1,6,88,1,MN,36.375
Mississippi,207.0,1.0,2020/3/22,824.0,2986220.0,614864.0,32.354668,0.004830917874396135,746.1941747572815,6,1,4,87,2,MS,31.166666666666668
Missouri,100.0,3.0,2020/3/22,1888.0,6075300.0,1333838.0,37.964253,0.03,706.4819915254237,5,1,5,87,2,MO,27.857142857142858
Montana,34.0,0.0,2020/3/22,165.0,1029862.0,250486.0,46.879682,0.0,1518.0969696969696,4,1,6,87,2,MT,33.714285714285715
Nebraska,51.0,0.0,2020/3/22,440.0,1893921.0,391359.0,41.492537,0.0,889.4522727272728,5,1,6,86,2,NE,39.0
Nevada,190.0,2.0,2020/3/22,900.0,2887725.0,589328.0,38.80261,0.010526315789473684,654.8088888888889,6,1,4,88,1,NV,38.833333333333336
New Hampshire,73.0,0.0,2020/3/22,242.0,1331848.0,312572.0,43.193852,0.0,1291.6198347107438,5,1,5,87,2,NH,39.4
New Jersey,1914.0,20.0,2020/3/22,1822.0,8960161.0,1892597.0,40.058324,0.01044932079414838,1038.7469813391876,5,1,3,89,2,NJ,38.0
New Mexico,57.0,0.0,2020/3/22,340.0,2084828.0,459775.0,34.97273,0.0,1352.2794117647059,5,1,4,88,2,NM,43.375
New York,15800.0,117.0,2020/3/22,3952.0,1.9798228E7,4201533.0,43.299428,0.00740506329113924,1063.1409412955466,6,1,3,88,2,NY,30.0
North Carolina,305.0,0.0,2020/3/22,2227.0,1.0052564E7,2115334.0,35.759573,0.0,949.8581050740908,4,1,4,89,2,NC,36.125
North Dakota,28.0,0.0,2020/3/22,238.0,745475.0,151255.0,47.551493,0.0,635.5252100840336,3,1,4,90,2,ND,32.25
Ohio,356.0,3.0,2020/3/22,3314.0,1.1609756E7,2593757.0,40.417287,0.008426966292134831,782.666566083283,5,1,3,89,2,OH,29.75
Oklahoma,67.0,2.0,2020/3/22,1064.0,3896251.0,800259.0,35.007752,0.029850746268656716,752.1231203007519,6,1,5,86,2,OK,22.0
Oregon,161.0,5.0,2020/3/22,659.0,4025127.0,928932.0,43.804133,0.031055900621118012,1409.608497723824,4,1,5,89,1,OR,31.76923076923077
Pennsylvania,509.0,4.0,2020/3/22,3169.0,1.2790505E7,3027054.0,41.203322,0.007858546168958742,955.2079520353424,4,1,4,89,2,PA,37.391304347826086
South Carolina,196.0,3.0,2020/3/22,1225.0,4893444.0,1109892.0,33.836081,0.015306122448979591,906.0342857142857,4,1,4,89,2,SC,28.125
South Dakota,21.0,1.0,2020/3/22,152.0,855444.0,186396.0,43.969515,0.047619047619047616,1226.2894736842106,4,1,7,86,2,SD,38.42857142857143
Tennessee,393.0,2.0,2020/3/22,2209.0,6597381.0,1419659.0,35.517491,0.005089058524173028,642.6704391127207,4,1,5,88,2,TN,23.77777777777778
Texas,643.0,7.0,2020/3/22,6199.0,2.7419612E7,4618463.0,31.968599,0.01088646967340591,745.0335537989998,5,1,5,87,2,TX,26.347826086956523
Utah,162.0,1.0,2020/3/22,565.0,2993941.0,442482.0,39.32098,0.006172839506172839,783.153982300885,5,1,5,87,2,UT,41.857142857142854
Vermont,52.0,2.0,2020/3/22,94.0,624636.0,156189.0,44.558803,0.038461538461538464,1661.5851063829787,5,1,6,86,2,VT,39.0
Virginia,220.0,6.0,2020/3/22,1654.0,8365952.0,1685377.0,37.431573,0.02727272727272727,1018.9703748488513,4,1,5,88,2,VA,31.428571428571427
Washington,1997.0,97.0,2020/3/22,1265.0,7169967.0,1473729.0,47.751074,0.0485728592889334,1165.003162055336,5,1,5,87,2,WA,34.23809523809524
West Virginia,16.0,0.0,2020/3/22,653.0,1836843.0,469300.0,38.597626,0.0,718.6830015313935,5,2,4,88,1,WV,38.333333333333336
