Bads,Count,Goods,Distribution_of_Count,Distribution_of_Goods,Distribution_of_Bads,Odds,Goods_divide_Bads,WOE
417,1355,938,0.3072562358276644,0.3115244104948522,0.29807005003573983,2.2494004796163067,1.0451382500774538,0.04414917339117052
697,1459,762,0.3308390022675737,0.2530720690800399,0.4982130092923517,1.0932568149210904,0.5079595762453024,-0.6773534088901302
285,1596,1311,0.3619047619047619,0.43540352042510794,0.20371694067190851,4.6,2.137296579209565,0.7595417496787966
