Bads,Count,Goods,Distribution_of_Count,Distribution_of_Goods,Distribution_of_Bads,Odds,Goods_divide_Bads,WOE
390,1170,780,0.2653061224489796,0.2590501494520093,0.278770550393138,2.0,0.9292593822650282,-0.07336737325630734
460,1440,980,0.32653061224489793,0.32547326469611426,0.3288062902072909,2.130434782608696,0.9898632550214432,-0.010188471634775615
549,1800,1251,0.40816326530612246,0.41547658585187647,0.3924231593995711,2.278688524590164,1.0587463453675323,0.057085515141127995
