Bads,Count,Goods,Distribution_of_Count,Distribution_of_Goods,Distribution_of_Bads,Odds,Goods_divide_Bads,WOE
486,2456,1970,0.5569160997732426,0.6542676851544338,0.34739099356683345,4.053497942386831,1.883375496977475,0.6330656440152878
698,1658,960,0.37596371882086166,0.31883095317170373,0.498927805575411,1.3753581661891117,0.6390322399530279,-0.4478003721167433
215,296,81,0.06712018140589569,0.026901361673862503,0.15368120085775555,0.3767441860465116,0.17504653479876112,-1.7427034272714768
